mgra,msa,taz,nevshuttle_flag,cbshuttle_flag,op_nevshuttle_flag,op_cbshuttle_flag
337,0,3445,1,0,2025,2016
338,0,3445,1,0,2025,2016
339,0,3445,1,0,2025,2016
340,0,3445,1,0,2025,2016
341,0,3445,1,0,2025,2016
342,0,3390,1,0,2025,2016
343,0,3390,1,0,2025,2016
344,0,3390,1,0,2025,2016
345,0,3390,1,0,2025,2016
346,0,3390,1,0,2025,2016
347,0,3390,1,0,2025,2016
348,0,3253,1,0,2025,2016
349,0,3253,1,0,2025,2016
350,0,3253,1,0,2025,2016
351,0,3253,1,0,2025,2016
352,0,3253,1,0,2025,2016
353,0,3253,1,0,2025,2016
354,0,3253,1,0,2025,2016
355,0,3253,1,0,2025,2016
356,0,3253,1,0,2025,2016
357,0,3337,1,0,2025,2016
358,0,3337,1,0,2025,2016
359,0,3337,1,0,2025,2016
360,0,3337,1,0,2025,2016
361,0,3337,1,0,2025,2016
362,0,3337,1,0,2025,2016
363,0,3337,1,0,2025,2016
364,0,3337,1,0,2025,2016
365,0,3337,1,0,2025,2016
366,0,3337,1,0,2025,2016
367,0,3215,0,0,0,2016
368,0,3215,1,0,2025,2016
369,0,3255,1,0,2025,2016
370,0,3215,0,0,0,2016
371,0,3255,1,0,2025,2016
372,0,3215,1,0,2025,2016
373,0,3255,1,0,2025,2016
374,0,3215,1,0,2025,2016
375,0,3255,1,0,2025,2016
376,0,3255,1,0,2025,2016
377,0,3215,1,0,2025,2016
378,0,3215,1,0,2025,2016
379,0,3215,1,0,2025,2016
380,0,3215,1,0,2025,2016
381,0,3215,1,0,2025,2016
382,0,3215,1,0,2025,2016
383,0,3313,1,0,2025,2016
384,0,3313,1,0,2025,2016
385,0,3313,1,0,2025,2016
386,0,3313,1,0,2025,2016
387,0,3312,1,0,2025,2016
388,0,3313,1,0,2025,2016
389,0,3312,1,0,2025,2016
390,0,3313,1,0,2025,2016
391,0,3313,1,0,2025,2016
392,0,3312,1,0,2025,2016
393,0,3312,1,0,2025,2016
394,0,3312,1,0,2025,2016
395,0,3312,1,0,2025,2016
396,0,3312,1,0,2025,2016
397,0,3312,1,0,2025,2016
398,0,3312,1,0,2025,2016
399,0,3312,1,0,2025,2016
400,0,3311,1,0,2025,2016
401,0,3311,1,0,2025,2016
402,0,3311,1,0,2025,2016
403,0,3311,1,0,2025,2016
404,0,3311,1,0,2025,2016
405,0,3311,1,0,2025,2016
406,0,3311,1,0,2025,2016
407,0,3393,1,0,2025,2016
408,0,3393,1,0,2025,2016
409,0,3393,1,0,2025,2016
410,0,3393,1,0,2025,2016
411,0,3393,1,0,2025,2016
412,0,3393,1,0,2025,2016
413,0,3446,1,0,2025,2016
414,0,3446,1,0,2025,2016
415,0,3446,1,0,2025,2016
416,0,3446,1,0,2025,2016
417,0,3446,1,0,2025,2016
418,0,3446,1,0,2025,2016
419,0,3446,1,0,2025,2016
420,0,3392,1,0,2025,2016
421,0,3392,1,0,2025,2016
422,0,3446,1,0,2025,2016
423,0,3392,1,0,2025,2016
424,0,3392,1,0,2025,2016
425,0,3392,1,0,2025,2016
426,0,3393,1,0,2025,2016
427,0,3392,1,0,2025,2016
428,0,3393,1,0,2025,2016
429,0,3392,1,0,2025,2016
430,0,3392,1,0,2025,2016
431,0,3392,1,0,2025,2016
432,0,3446,1,0,2025,2016
433,0,3523,1,0,2025,2016
434,0,3523,1,0,2025,2016
435,0,3523,1,0,2025,2016
436,0,3523,1,0,2025,2016
437,0,3523,1,0,2025,2016
438,0,3523,1,0,2025,2016
439,0,3523,1,0,2025,2016
440,0,3523,1,0,2025,2016
441,0,3523,1,0,2025,2016
442,0,3523,1,0,2025,2016
443,0,3523,1,0,2025,2016
444,0,3523,1,0,2025,2016
445,0,3523,1,0,2025,2016
446,0,3523,1,0,2025,2016
447,0,3523,1,0,2025,2016
448,0,3523,1,0,2025,2016
449,0,3521,1,0,2025,2016
450,0,3521,1,0,2025,2016
451,0,3521,1,0,2025,2016
452,0,3523,1,0,2025,2016
453,0,3523,1,0,2025,2016
454,0,3523,1,0,2025,2016
455,0,3523,1,0,2025,2016
456,0,3521,1,0,2025,2016
457,0,3521,1,0,2025,2016
458,0,3521,1,0,2025,2016
459,0,3521,1,0,2025,2016
460,0,3521,1,0,2025,2016
461,0,3521,1,0,2025,2016
462,0,3521,1,0,2025,2016
463,0,3521,1,0,2025,2016
464,0,3521,1,0,2025,2016
465,0,3514,1,0,2025,2016
466,0,3514,1,0,2025,2016
467,0,3569,1,0,2025,2016
468,0,3569,1,0,2025,2016
469,0,3570,0,0,0,2016
470,0,3570,1,0,2025,2016
471,0,3570,0,0,0,2016
472,0,3569,1,0,2025,2016
473,0,3570,0,0,0,2016
474,0,3570,0,0,0,2016
475,0,3569,1,0,2025,2016
476,0,3570,0,0,0,2016
477,0,3569,1,0,2025,2016
478,0,3570,0,0,0,2016
479,0,3569,1,0,2025,2016
480,0,3569,1,0,2025,2016
481,0,3569,1,0,2025,2016
482,0,3569,1,0,2025,2016
483,0,3569,1,0,2025,2016
484,0,3569,1,0,2025,2016
485,0,3569,1,0,2025,2016
486,0,3514,1,0,2025,2016
487,0,3514,1,0,2025,2016
488,0,3514,1,0,2025,2016
489,0,3514,1,0,2025,2016
490,0,3569,1,0,2025,2016
491,0,3569,1,0,2025,2016
492,0,3397,1,0,2025,2016
493,0,3397,1,0,2025,2016
494,0,3397,1,0,2025,2016
495,0,3397,1,0,2025,2016
496,0,3397,1,0,2025,2016
497,0,3397,1,0,2025,2016
498,0,3397,1,0,2025,2016
499,0,3397,1,0,2025,2016
500,0,3397,1,0,2025,2016
501,0,3396,1,0,2025,2016
502,0,3396,1,0,2025,2016
503,0,3397,1,0,2025,2016
504,0,3396,1,0,2025,2016
505,0,3396,1,0,2025,2016
506,0,3397,1,0,2025,2016
507,0,3396,1,0,2025,2016
508,0,3396,1,0,2025,2016
509,0,3396,1,0,2025,2016
510,0,3396,1,0,2025,2016
511,0,3396,1,0,2025,2016
512,0,3396,1,0,2025,2016
513,0,3395,1,0,2025,2016
514,0,3395,1,0,2025,2016
515,0,3395,1,0,2025,2016
516,0,3395,1,0,2025,2016
517,0,3395,1,0,2025,2016
518,0,3395,1,0,2025,2016
519,0,3315,1,0,2025,2016
520,0,3315,1,0,2025,2016
521,0,3315,1,0,2025,2016
522,0,3315,1,0,2025,2016
523,0,3315,1,0,2025,2016
524,0,3314,1,0,2025,2016
525,0,3315,1,0,2025,2016
526,0,3315,1,0,2025,2016
527,0,3314,1,0,2025,2016
528,0,3315,1,0,2025,2016
529,0,3315,1,0,2025,2016
530,0,3314,1,0,2025,2016
531,0,3315,1,0,2025,2016
532,0,3314,1,0,2025,2016
533,0,3314,1,0,2025,2016
534,0,3314,1,0,2025,2016
535,0,3314,1,0,2025,2016
536,0,3314,1,0,2025,2016
537,0,3314,1,0,2025,2016
538,0,3314,1,0,2025,2016
539,0,3314,1,0,2025,2016
540,0,3314,1,0,2025,2016
541,0,3314,1,0,2025,2016
542,0,3314,1,0,2025,2016
543,0,3314,1,0,2025,2016
544,0,3277,1,0,2025,2016
545,0,3277,1,0,2025,2016
546,0,3277,1,0,2025,2016
547,0,3277,1,0,2025,2016
548,0,3277,1,0,2025,2016
549,0,3277,1,0,2025,2016
550,0,3277,1,0,2025,2016
551,0,3261,1,0,2025,2016
552,0,3261,1,0,2025,2016
553,0,3290,1,0,2025,2016
554,0,3290,1,0,2025,2016
555,0,3259,1,0,2025,2016
556,0,3289,1,0,2025,2016
557,0,3289,1,0,2025,2016
558,0,3289,1,0,2025,2016
559,0,3259,1,0,2025,2016
560,0,3259,1,0,2025,2016
561,0,3261,1,0,2025,2016
562,0,3261,1,0,2025,2016
563,0,3261,1,0,2025,2016
564,0,3259,1,0,2025,2016
565,0,3259,1,0,2025,2016
566,0,3148,0,0,0,2016
567,0,3148,0,0,0,2016
568,0,3148,0,0,0,2016
569,0,3148,0,0,0,2016
570,0,3148,1,0,2025,2016
571,0,3148,0,0,0,2016
572,0,3134,0,0,0,2016
573,0,3148,0,0,0,2016
574,0,3134,0,0,0,2016
575,0,3134,0,0,0,2016
576,0,3134,0,0,0,2016
577,0,3134,0,0,0,2016
578,0,3134,1,0,2025,2016
579,0,3134,1,0,2025,2016
580,0,3134,1,0,2025,2016
581,0,3134,1,0,2025,2016
582,0,3148,0,0,0,2016
583,0,3148,0,0,0,2016
584,0,3134,0,0,0,2016
585,0,3134,0,0,0,2016
586,0,3129,0,0,0,2016
587,0,3208,0,0,0,2016
588,0,3208,0,0,0,2016
589,0,3208,0,0,0,2016
590,0,3135,0,0,0,2016
591,0,3135,0,0,0,2016
592,0,3129,0,0,0,2016
593,0,3129,0,0,0,2016
594,0,3115,0,0,0,2016
595,0,3115,0,0,0,2016
596,0,3129,0,0,0,2016
597,0,3135,0,0,0,2016
598,0,3135,0,0,0,2016
599,0,3129,0,0,0,2016
600,0,3208,0,0,0,2016
601,0,3129,0,0,0,2016
602,0,3129,0,0,0,2016
603,0,3208,0,0,0,2016
604,0,3208,0,0,0,2016
605,0,3208,1,0,2025,2016
606,0,3274,1,0,2025,2016
607,0,3129,0,0,0,2016
608,0,3208,0,0,0,2016
609,0,3281,0,0,0,2016
610,0,3274,1,0,2025,2016
611,0,3274,1,0,2025,2016
612,0,3281,1,0,2025,2016
613,0,3281,1,0,2025,2016
614,0,3184,0,0,0,2016
615,0,3184,0,0,0,2016
616,0,3286,0,0,0,2016
617,0,3184,0,0,0,2016
618,0,3286,0,0,0,2016
619,0,3184,0,0,0,2016
620,0,3184,0,0,0,2016
621,0,3252,0,0,0,2016
622,0,3286,0,0,0,2016
623,0,3252,0,0,0,2016
624,0,3252,1,0,2025,2016
625,0,3286,0,0,0,2016
626,0,3272,1,0,2025,2016
627,0,3272,1,0,2025,2016
628,0,3272,1,0,2025,2016
629,0,3272,1,0,2025,2016
630,0,3272,1,0,2025,2016
631,0,3272,1,0,2025,2016
632,0,3272,1,0,2025,2016
633,0,3272,1,0,2025,2016
634,0,3272,1,0,2025,2016
635,0,3272,1,0,2025,2016
636,0,3272,1,0,2025,2016
637,0,3342,1,0,2025,2016
638,0,3342,1,0,2025,2016
639,0,3342,1,0,2025,2016
640,0,3342,1,0,2025,2016
641,0,3342,1,0,2025,2016
642,0,3342,1,0,2025,2016
643,0,3342,1,0,2025,2016
644,0,3342,1,0,2025,2016
645,0,3342,1,0,2025,2016
646,0,3342,1,0,2025,2016
647,0,3342,1,0,2025,2016
648,0,3342,1,0,2025,2016
649,0,3342,1,0,2025,2016
650,0,3342,1,0,2025,2016
651,0,3342,1,0,2025,2016
652,0,3317,1,0,2025,2016
653,0,3317,1,0,2025,2016
654,0,3317,1,0,2025,2016
655,0,3317,1,0,2025,2016
656,0,3317,1,0,2025,2016
657,0,3317,1,0,2025,2016
658,0,3317,1,0,2025,2016
659,0,3317,1,0,2025,2016
660,0,3317,1,0,2025,2016
661,0,3317,1,0,2025,2016
662,0,3317,1,0,2025,2016
663,0,3317,1,0,2025,2016
664,0,3317,1,0,2025,2016
665,0,3317,1,0,2025,2016
666,0,3317,1,0,2025,2016
667,0,3398,1,0,2025,2016
668,0,3398,1,0,2025,2016
669,0,3398,1,0,2025,2016
670,0,3398,1,0,2025,2016
671,0,3398,1,0,2025,2016
672,0,3398,1,0,2025,2016
673,0,3398,1,0,2025,2016
674,0,3398,1,0,2025,2016
675,0,3398,1,0,2025,2016
676,0,3398,1,0,2025,2016
677,0,3398,1,0,2025,2016
678,0,3398,1,0,2025,2016
679,0,3402,1,0,2025,2016
680,0,3402,1,0,2025,2016
681,0,3402,1,0,2025,2016
682,0,3402,1,0,2025,2016
683,0,3402,1,0,2025,2016
684,0,3402,1,0,2025,2016
685,0,3402,1,0,2025,2016
686,0,3402,1,0,2025,2016
687,0,3402,1,0,2025,2016
688,0,3400,1,0,2025,2016
689,0,3400,1,0,2025,2016
690,0,3400,1,0,2025,2016
691,0,3400,1,0,2025,2016
692,0,3400,1,0,2025,2016
693,0,3400,1,0,2025,2016
694,0,3400,1,0,2025,2016
695,0,3400,1,0,2025,2016
696,0,3400,1,0,2025,2016
697,0,3399,1,0,2025,2016
698,0,3399,1,0,2025,2016
699,0,3399,1,0,2025,2016
700,0,3399,1,0,2025,2016
701,0,3399,1,0,2025,2016
702,0,3399,1,0,2025,2016
703,0,3399,1,0,2025,2016
704,0,3399,1,0,2025,2016
705,0,3343,1,0,2025,2016
706,0,3343,1,0,2025,2016
707,0,3343,1,0,2025,2016
708,0,3343,1,0,2025,2016
709,0,3343,1,0,2025,2016
710,0,3340,1,0,2025,2016
711,0,3343,1,0,2025,2016
712,0,3340,1,0,2025,2016
713,0,3340,1,0,2025,2016
714,0,3340,1,0,2025,2016
715,0,3340,1,0,2025,2016
716,0,3340,1,0,2025,2016
717,0,3340,1,0,2025,2016
718,0,3340,1,0,2025,2016
719,0,3340,1,0,2025,2016
720,0,3383,1,0,2025,2016
721,0,3383,1,0,2025,2016
722,0,3383,1,0,2025,2016
723,0,3383,1,0,2025,2016
724,0,3383,1,0,2025,2016
725,0,3383,1,0,2025,2016
726,0,3383,1,0,2025,2016
727,0,3383,1,0,2025,2016
728,0,3383,1,0,2025,2016
729,0,3383,1,0,2025,2016
730,0,3383,1,0,2025,2016
731,0,3383,1,0,2025,2016
732,0,3433,1,0,2025,2016
733,0,3433,1,0,2025,2016
734,0,3433,1,0,2025,2016
735,0,3433,1,0,2025,2016
736,0,3464,1,0,2025,2016
737,0,3464,1,0,2025,2016
738,0,3464,1,0,2025,2016
739,0,3464,1,0,2025,2016
740,0,3464,1,0,2025,2016
741,0,3464,1,0,2025,2016
742,0,3497,1,0,2025,2016
743,0,3497,1,0,2025,2016
744,0,3497,0,0,0,2016
745,0,3497,0,0,0,2016
746,0,3497,0,0,0,2016
747,0,3497,1,0,2025,2016
748,0,3493,1,0,2025,2016
749,0,3493,1,0,2025,2016
750,0,3493,0,0,0,2016
751,0,3493,1,0,2025,2016
752,0,3497,1,0,2025,2016
753,0,3497,1,0,2025,2016
754,0,3497,0,0,0,2016
755,0,3493,1,0,2025,2016
756,0,3493,1,0,2025,2016
757,0,3493,1,0,2025,2016
758,0,3493,0,0,0,2016
759,0,3493,1,0,2025,2016
760,0,3493,0,0,0,2016
761,0,3498,1,0,2025,2016
762,0,3498,1,0,2025,2016
763,0,3498,1,0,2025,2016
764,0,3498,1,0,2025,2016
765,0,3536,0,0,0,2016
766,0,3536,0,0,0,2016
767,0,3536,0,0,0,2016
768,0,3536,0,0,0,2016
769,0,3536,0,0,0,2016
770,0,3536,0,0,0,2016
771,0,3498,1,0,2025,2016
772,0,3498,1,0,2025,2016
773,0,3498,1,0,2025,2016
774,0,3536,0,0,0,2016
775,0,3536,0,0,0,2016
776,0,3536,0,0,0,2016
777,0,3536,0,0,0,2016
778,0,3536,0,0,0,2016
779,0,3536,0,0,0,2016
780,0,3595,0,0,0,2016
781,0,3595,0,0,0,2016
782,0,3655,0,0,0,2016
783,0,3655,0,0,0,2016
784,0,3655,0,0,0,2016
785,0,3655,0,0,0,2016
786,0,3655,0,0,0,2016
787,0,3655,0,0,0,2016
788,0,3655,0,0,0,2016
789,0,3655,0,0,0,2016
790,0,3655,0,0,0,2016
791,0,3655,0,0,0,2016
792,0,3592,0,0,0,2016
793,0,3592,0,0,0,2016
794,0,3592,0,0,0,2016
795,0,3595,0,0,0,2016
796,0,3595,0,0,0,2016
797,0,3592,0,0,0,2016
798,0,3595,0,0,0,2016
799,0,3595,0,0,0,2016
800,0,3595,0,0,0,2016
801,0,3595,0,0,0,2016
802,0,3595,0,0,0,2016
803,0,3595,0,0,0,2016
804,0,3595,0,0,0,2016
805,0,3595,0,0,0,2016
806,0,3595,0,0,0,2016
807,0,3761,0,0,0,2016
808,0,3761,0,0,0,2016
809,0,3761,0,0,0,2016
810,0,3761,0,0,0,2016
811,0,3822,0,0,0,2016
812,0,3761,0,0,0,2016
813,0,3761,0,0,0,2016
814,0,3761,0,0,0,2016
815,0,3822,0,0,0,2016
816,0,3822,0,0,0,2016
817,0,3822,0,0,0,2016
818,0,3654,0,0,0,2016
819,0,3654,0,0,0,2016
820,0,3654,0,0,0,2016
821,0,3654,0,0,0,2016
822,0,3654,0,0,0,2016
823,0,3713,0,0,0,2016
824,0,3713,0,0,0,2016
825,0,3713,0,0,0,2016
826,0,3713,0,0,0,2016
827,0,3746,0,0,0,2016
828,0,3746,0,0,0,2016
829,0,3746,0,0,0,2016
830,0,3713,0,0,0,2016
831,0,3654,0,0,0,2016
