mgra,msa,taz,nevshuttle_flag,cbshuttle_flag,op_nevshuttle_flag,op_cbshuttle_flag
2729,0,3863,1,1,2016,2016
2730,0,3864,1,1,2016,2016
2731,0,3864,1,1,2016,2016
2732,0,3870,1,1,2016,2016
2733,0,3863,1,1,2016,2016
2734,0,3877,1,1,2016,2016
2735,0,3892,1,1,2016,2016
2736,0,3893,1,1,2016,2016
2737,0,3894,1,1,2016,2016
2738,0,3863,1,1,2016,2016
2739,0,3863,1,1,2016,2016
2740,0,3877,1,1,2016,2016
2741,0,3870,1,1,2016,2016
2742,0,3905,1,1,2016,2016
2743,0,3906,1,1,2016,2016
2744,0,3907,1,1,2016,2016
2745,0,3908,1,1,2016,2016
2746,0,3909,1,1,2016,2016
2747,0,3910,1,1,2016,2016
2748,0,3911,1,1,2016,2016
2749,0,3635,1,0,2025,2016
2750,0,3635,1,0,2025,2016
2751,0,3635,1,0,2025,2016
2752,0,3641,1,0,2025,2016
2753,0,3641,1,0,2025,2016
2754,0,3635,1,0,2025,2016
2755,0,3656,1,0,2025,2016
2756,0,3656,1,0,2025,2016
2757,0,3691,1,0,2025,2016
2758,0,3656,1,0,2025,2016
2759,0,3719,1,0,2025,2016
2760,0,3719,1,0,2025,2016
2761,0,3766,1,0,2025,2016
2762,0,3691,1,0,2025,2016
2763,0,3691,1,0,2025,2016
2764,0,3879,1,0,2025,2016
2765,0,3637,1,0,2025,2016
2766,0,3854,1,1,2016,2016
2767,0,3858,1,1,2016,2016
2768,0,3860,1,1,2016,2016
2769,0,3858,1,1,2016,2016
2770,0,3886,1,1,2016,2016
2771,0,3886,1,1,2016,2016
2772,0,3886,1,1,2016,2016
2773,0,3858,1,1,2016,2016
2774,0,3886,1,1,2016,2016
2775,0,3886,1,1,2016,2016
2776,0,3886,1,1,2016,2016
2777,0,3950,1,0,2025,2016
2778,0,3819,1,0,2025,2016
2779,0,3819,1,0,2025,2016
2780,0,3819,1,0,2025,2016
2781,0,3819,1,0,2025,2016
2782,0,3819,1,0,2025,2016
2783,0,3819,1,0,2025,2016
2784,0,3819,1,0,2025,2016
2785,0,3819,1,0,2025,2016
2786,0,3844,1,0,2025,2016
2787,0,3845,1,0,2025,2016
2788,0,3845,1,0,2025,2016
2789,0,3845,1,0,2025,2016
2790,0,3845,1,0,2025,2016
2791,0,3818,1,0,2025,2016
2792,0,3818,1,0,2025,2016
2793,0,3818,1,0,2025,2016
2794,0,3818,1,0,2025,2016
2795,0,3818,1,0,2025,2016
2796,0,3818,1,0,2025,2016
2797,0,3844,1,0,2025,2016
2798,0,3844,1,0,2025,2016
2799,0,3844,1,0,2025,2016
2800,0,3774,1,1,2016,2016
2801,0,3774,1,1,2016,2016
2802,0,3781,1,1,2016,2016
2803,0,3781,1,1,2016,2016
2804,0,3784,1,1,2016,2016
2805,0,3774,1,1,2016,2016
2806,0,3801,1,1,2016,2016
2807,0,3801,1,1,2016,2016
2808,0,3812,1,1,2016,2016
2809,0,3801,1,0,2016,2016
2810,0,3812,1,1,2016,2016
2811,0,3801,1,1,2016,2016
2812,0,3801,1,1,2016,2016
2813,0,3820,1,1,2016,2016
2814,0,3812,1,1,2016,2016
2815,0,3812,1,1,2016,2016
2816,0,3820,1,1,2016,2016
2817,0,3820,1,1,2016,2016
2818,0,3829,1,1,2016,2016
2819,0,3830,1,1,2016,2016
2820,0,3836,1,1,2016,2016
2821,0,3835,1,1,2016,2016
2822,0,3840,1,1,2016,2016
2823,0,3842,1,1,2016,2016
2824,0,3847,1,1,2016,2016
2825,0,3848,1,1,2016,2016
2826,0,3834,1,1,2016,2016
2827,0,3850,1,1,2016,2016
2828,0,3851,1,1,2016,2016
2829,0,3852,1,1,2016,2016
2830,0,3857,1,1,2016,2016
2831,0,3848,1,1,2016,2016
2832,0,3871,1,1,2016,2016
2833,0,3872,1,1,2016,2016
2834,0,3873,1,1,2016,2016
2835,0,3874,1,1,2016,2016
2836,0,3887,1,1,2016,2016
2837,0,3888,1,1,2016,2016
2838,0,3889,1,1,2016,2016
2839,0,3890,1,1,2016,2016
2840,0,3891,1,1,2016,2016
2841,0,3912,1,1,2016,2016
2842,0,3913,1,1,2016,2016
2843,0,3914,1,1,2016,2016
2844,0,3915,1,1,2016,2016
2845,0,3916,1,1,2016,2016
2846,0,3765,1,0,2025,2016
2847,0,3765,1,0,2025,2016
2848,0,3765,1,0,2025,2016
2849,0,3765,1,0,2025,2016
2850,0,3765,1,0,2025,2016
2851,0,3765,1,0,2025,2016
2852,0,3765,1,0,2025,2016
2853,0,3765,1,0,2025,2016
2854,0,3793,1,0,2025,2016
2855,0,3793,1,0,2025,2016
2856,0,3793,1,0,2025,2016
2857,0,3793,1,0,2025,2016
2858,0,3793,1,0,2025,2016
2859,0,3793,1,0,2025,2016
2860,0,3793,1,0,2025,2016
2861,0,3793,1,0,2025,2016
2862,0,3763,1,0,2025,2016
2863,0,3763,1,0,2025,2016
2864,0,3763,1,0,2025,2016
2865,0,3763,1,0,2025,2016
2866,0,3763,1,0,2025,2016
2867,0,3763,1,0,2025,2016
2868,0,3792,1,0,2025,2016
2869,0,3792,1,0,2025,2016
2870,0,3792,1,0,2025,2016
2871,0,3792,1,0,2025,2016
2872,0,3792,1,0,2025,2016
2873,0,3792,1,0,2025,2016
2874,0,3764,1,0,2025,2016
2875,0,3764,0,0,0,2016
2876,0,3764,1,0,2025,2016
2877,0,3764,0,0,0,2016
2878,0,3764,1,0,2025,2016
2879,0,3764,0,0,0,2016
2880,0,3764,1,0,2025,2016
2881,0,3791,0,0,0,2016
2882,0,3791,1,0,2025,2016
2883,0,3791,1,0,2025,2016
2884,0,3791,1,0,2025,2016
2885,0,3791,0,0,0,2016
2886,0,3648,1,0,2025,2016
2887,0,3649,1,0,2025,2016
2888,0,3648,1,0,2025,2016
2889,0,3649,1,0,2025,2016
2890,0,3649,1,0,2025,2016
2891,0,3649,1,0,2025,2016
2892,0,3648,1,0,2025,2016
2893,0,3648,1,0,2025,2016
2894,0,3674,1,0,2025,2016
2895,0,3674,1,0,2025,2016
2896,0,3648,1,0,2025,2016
2897,0,3648,1,0,2025,2016
2898,0,3648,1,0,2025,2016
2899,0,3648,1,0,2025,2016
2900,0,3674,1,0,2025,2016
2901,0,3699,1,0,2025,2016
2902,0,3701,1,0,2025,2016
2903,0,3699,1,0,2025,2016
2904,0,3701,1,0,2025,2016
2905,0,3699,1,0,2025,2016
2906,0,3699,1,0,2025,2016
2907,0,3724,1,0,2025,2016
2908,0,3724,1,0,2025,2016
2909,0,3726,1,0,2025,2016
2910,0,3726,1,0,2025,2016
2911,0,3724,1,0,2025,2016
2912,0,3726,1,0,2025,2016
2913,0,3726,1,0,2025,2016
2914,0,3724,1,0,2025,2016
2915,0,3726,1,0,2025,2016
2916,0,3737,1,0,2025,2016
2917,0,3737,1,0,2025,2016
2918,0,3731,0,0,0,2016
2919,0,3625,1,0,2025,2016
2920,0,3650,1,0,2025,2016
2921,0,3651,1,0,2025,2016
2922,0,3625,1,0,2025,2016
2923,0,3651,0,0,0,2016
2924,0,3625,1,0,2025,2016
2925,0,3650,1,0,2025,2016
2926,0,3651,0,0,0,2016
2927,0,3651,1,0,2025,2016
2928,0,3684,1,0,2025,2016
2929,0,3684,1,0,2025,2016
2930,0,3650,1,0,2025,2016
2931,0,3707,1,0,2025,2016
2932,0,3707,1,0,2025,2016
2933,0,3707,1,0,2025,2016
2934,0,3707,1,0,2025,2016
2935,0,3731,0,0,0,2016
2936,0,3737,1,0,2025,2016
2937,0,3742,1,0,2025,2016
2938,0,3731,0,0,0,2016
2939,0,3742,1,0,2025,2016
2940,0,3756,1,0,2025,2016
2941,0,3756,1,0,2025,2016
2942,0,3756,1,0,2025,2016
2943,0,3756,1,0,2025,2016
2944,0,3742,1,0,2025,2016
2945,0,3756,1,0,2025,2016
2946,0,3707,1,0,2025,2016
2947,0,3611,0,0,0,2016
2948,0,3631,0,0,0,2016
2949,0,3611,0,0,0,2016
2950,0,3643,0,0,0,2016
2951,0,3631,0,0,0,2016
2952,0,3643,0,0,0,2016
2953,0,3631,0,0,0,2016
2954,0,3631,0,0,0,2016
2955,0,3631,0,0,0,2016
2956,0,3631,0,0,0,2016
2957,0,3631,0,0,0,2016
2958,0,3643,0,0,0,2016
2959,0,3631,0,0,0,2016
2960,0,3631,0,0,0,2016
2961,0,3631,0,0,0,2016
2962,0,3671,0,0,0,2016
2963,0,3671,0,0,0,2016
2964,0,3671,0,0,0,2016
2965,0,3671,0,0,0,2016
2966,0,3683,0,0,0,2016
2967,0,3683,0,0,0,2016
2968,0,3683,0,0,0,2016
2969,0,3683,0,0,0,2016
2970,0,3683,0,0,0,2016
2971,0,3683,0,0,0,2016
2972,0,3664,0,0,0,2016
2973,0,3664,0,0,0,2016
2974,0,3664,0,0,0,2016
2975,0,3664,0,0,0,2016
2976,0,3664,0,0,0,2016
2977,0,3664,0,0,0,2016
2978,0,3738,0,0,0,2016
2979,0,3738,0,0,0,2016
2980,0,3738,0,0,0,2016
2981,0,3738,0,0,0,2016
2982,0,3738,0,0,0,2016
2983,0,3730,0,0,0,2016
2984,0,3697,0,0,0,2016
2985,0,3697,0,0,0,2016
2986,0,3697,0,0,0,2016
2987,0,3697,0,0,0,2016
2988,0,3697,0,0,0,2016
2989,0,3697,0,0,0,2016
2990,0,3730,0,0,0,2016
2991,0,3697,0,0,0,2016
2992,0,3730,0,0,0,2016
2993,0,3730,0,0,0,2016
2994,0,3652,0,0,0,2016
2995,0,3692,0,0,0,2016
2996,0,3675,0,0,0,2016
2997,0,3692,0,0,0,2016
2998,0,3652,0,0,0,2016
2999,0,3692,0,0,0,2016
3000,0,3675,0,0,0,2016
3001,0,3760,0,0,0,2016
3002,0,3692,0,0,0,2016
3003,0,3785,0,0,0,2016
3004,0,3785,0,0,0,2016
3005,0,3789,0,0,0,2016
3006,0,3789,0,0,0,2016
3007,0,3785,0,0,0,2016
3008,0,3785,0,0,0,2016
3009,0,3785,0,0,0,2016
3010,0,3785,0,0,0,2016
3011,0,3785,0,0,0,2016
3012,0,3785,0,0,0,2016
3013,0,3668,0,0,0,2016
3014,0,3652,0,0,0,2016
3015,0,3694,0,0,0,2016
3016,0,3694,0,0,0,2016
3017,0,3563,0,0,0,2016
3018,0,3324,1,0,2035,2016
3019,0,3324,1,0,2035,2016
3020,0,3324,1,0,2035,2016
3021,0,3332,1,0,2025,2016
3022,0,3338,1,0,2025,2016
3023,0,3324,1,0,2035,2016
3024,0,3324,1,0,2035,2016
3025,0,3346,1,0,2035,2016
3026,0,3338,1,0,2025,2016
3027,0,3344,1,0,2035,2016
3028,0,3360,1,0,2025,2016
3029,0,3324,1,0,2035,2016
3030,0,3324,1,0,2035,2016
3031,0,3344,1,0,2035,2016
3032,0,3346,1,0,2035,2016
3033,0,3344,1,0,2035,2016
3034,0,3324,1,0,2035,2016
3035,0,3382,1,0,2035,2016
3036,0,3324,1,0,2035,2016
3037,0,3344,1,0,2035,2016
3038,0,3360,1,0,2025,2016
3039,0,3388,1,0,2035,2016
3040,0,3346,1,0,2035,2016
3041,0,3344,1,0,2035,2016
3042,0,3344,1,0,2035,2016
3043,0,3382,1,0,2035,2016
3044,0,3413,1,0,2035,2016
3045,0,3388,1,0,2035,2016
3046,0,3432,1,0,2035,2016
3047,0,3388,1,0,2035,2016
3048,0,3388,1,0,2035,2016
3049,0,3459,1,0,2035,2016
3050,0,3469,1,0,2035,2016
3051,0,3469,1,0,2035,2016
3052,0,3319,0,0,0,2016
3053,0,3320,0,0,0,2016
3054,0,3320,0,0,0,2016
3055,0,3320,0,0,0,2016
3056,0,3330,0,0,0,2016
3057,0,3320,0,0,0,2016
3058,0,3330,0,0,0,2016
3059,0,3330,0,0,0,2016
3060,0,3330,0,0,0,2016
3061,0,3365,1,0,2025,2016
3062,0,3330,0,0,0,2016
3063,0,3330,0,0,0,2016
3064,0,3365,0,0,0,2016
3065,0,3365,0,0,0,2016
3066,0,3401,0,0,0,2016
3067,0,3365,0,0,0,2016
3068,0,3401,0,0,0,2016
3069,0,3401,0,0,0,2016
3070,0,3401,0,0,0,2016
3071,0,3401,0,0,0,2016
3072,0,3401,0,0,0,2016
3073,0,3401,0,0,0,2016
3074,0,3401,0,0,0,2016
3075,0,3401,0,0,0,2016
3076,0,3461,0,0,0,2016
3077,0,3401,0,0,0,2016
3078,0,3461,0,0,0,2016
3079,0,3461,0,0,0,2016
3080,0,3401,0,0,0,2016
3081,0,3461,0,0,0,2016
3082,0,3461,0,0,0,2016
3083,0,3461,0,0,0,2016
3084,0,3461,0,0,0,2016
3085,0,3365,0,0,0,2016
3086,0,3524,0,0,0,2016
3087,0,3524,0,0,0,2016
3088,0,3524,0,0,0,2016
3089,0,3581,0,0,0,2016
3090,0,3581,0,0,0,2016
3091,0,3581,0,0,0,2016
3092,0,3581,0,0,0,2016
3093,0,3403,1,0,2035,2016
3094,0,3403,0,0,0,2016
3095,0,3543,0,0,0,2016
3096,0,3543,0,0,0,2016
3097,0,3543,0,0,0,2016
3098,0,3543,0,0,0,2016
3099,0,3581,0,0,0,2016
3100,0,3543,0,0,0,2016
3101,0,3581,0,0,0,2016
3102,0,3543,0,0,0,2016
3103,0,3581,0,0,0,2016
3104,0,3403,1,0,2035,2016
3105,0,3556,0,0,0,2016
3106,0,3556,0,0,0,2016
3107,0,3556,0,0,0,2016
3108,0,3556,0,0,0,2016
3109,0,3556,0,0,0,2016
3110,0,3479,1,0,2035,2016
3111,0,3517,1,0,2035,2016
3112,0,3535,1,0,2035,2016
3113,0,3528,1,0,2035,2016
3114,0,3528,1,0,2035,2016
3115,0,3517,1,0,2035,2016
3116,0,3535,1,0,2025,2016
3117,0,3528,1,0,2025,2016
3118,0,3351,1,0,2025,2016
3119,0,3348,1,0,2025,2016
3120,0,3374,1,0,2025,2016
3121,0,3348,1,0,2025,2016
3122,0,3374,1,0,2025,2016
3123,0,3348,1,0,2025,2016
3124,0,3348,1,0,2025,2016
3125,0,3439,1,0,2035,2016
3126,0,3439,1,0,2035,2016
3127,0,3439,1,0,2035,2016
3128,0,3467,1,0,2035,2016
3129,0,3467,1,0,2035,2016
3130,0,3439,1,0,2035,2016
3131,0,3467,1,0,2035,2016
3132,0,3467,1,0,2035,2016
3133,0,3439,1,0,2035,2016
3134,0,3476,1,0,2035,2016
3135,0,3476,1,0,2035,2016
3136,0,3476,1,0,2025,2016
3137,0,3476,1,0,2025,2016
3138,0,3406,1,0,2025,2016
3139,0,3406,1,0,2035,2016
3140,0,3406,1,0,2025,2016
3141,0,3387,1,0,2025,2016
3142,0,3387,1,0,2025,2016
3143,0,3416,1,0,2025,2016
3144,0,3387,1,0,2025,2016
3145,0,3416,1,0,2025,2016
3146,0,3387,1,0,2025,2016
3147,0,3426,1,0,2025,2016
3148,0,3426,1,0,2025,2016
3149,0,3426,1,0,2025,2016
3150,0,3443,1,0,2025,2016
3151,0,3463,0,0,0,2016
3152,0,3474,1,0,2025,2016
3153,0,3499,0,0,0,2016
3154,0,3506,0,0,0,2016
3155,0,3499,0,0,0,2016
3156,0,3532,0,0,0,2016
3157,0,3474,0,0,0,2016
3158,0,3506,0,0,0,2016
3159,0,3532,0,0,0,2016
3160,0,3532,0,0,0,2016
3161,0,3506,1,0,2025,2016
3162,0,3554,0,0,0,2016
3163,0,3554,0,0,0,2016
3164,0,3554,0,0,0,2016
3165,0,3554,0,0,0,2016
3166,0,3554,0,0,0,2016
3167,0,3443,1,0,2025,2016
3168,0,3474,1,0,2025,2016
3169,0,3463,0,0,0,2016
3170,0,3506,1,0,2025,2016
3171,0,3554,0,0,0,2016
3172,0,3554,0,0,0,2016
3173,0,3554,0,0,0,2016
3174,0,3554,0,0,0,2016
3175,0,3585,0,0,0,2016
3176,0,3585,0,0,0,2016
3177,0,3627,0,0,0,2016
3178,0,3585,0,0,0,2016
3179,0,3585,0,0,0,2016
3180,0,3585,0,0,0,2016
3181,0,3585,0,0,0,2016
3182,0,3627,0,0,0,2016
3183,0,3627,0,0,0,2016
3184,0,3561,1,0,2025,2016
3185,0,3561,1,0,2025,2016
3186,0,3561,1,0,2025,2016
3187,0,3561,1,0,2025,2016
3188,0,3585,0,0,0,2016
3189,0,3561,0,0,0,2016
3190,0,3561,1,0,2025,2016
3191,0,3585,0,0,0,2016
3192,0,3585,0,0,0,2016
3193,0,3561,1,0,2025,2016
3194,0,3613,1,0,2025,2016
3195,0,3585,0,0,0,2016
3196,0,3585,0,0,0,2016
3197,0,3613,0,0,0,2016
3198,0,3613,1,0,2025,2016
3199,0,3585,0,0,0,2016
3200,0,3613,1,0,2025,2016
3201,0,3613,0,0,0,2016
3202,0,3585,0,0,0,2016
3203,0,3613,1,0,2025,2016
3204,0,3613,1,0,2025,2016
3205,0,3613,0,0,0,2016
3206,0,3613,1,0,2025,2016
3207,0,3613,1,0,2025,2016
3208,0,3613,1,0,2025,2016
3209,0,3618,0,0,0,2016
3210,0,3618,0,0,0,2016
3211,0,3634,0,0,0,2016
3212,0,3618,0,0,0,2016
3213,0,3658,0,0,0,2016
3214,0,3634,0,0,0,2016
3215,0,3662,0,0,0,2016
3216,0,3634,0,0,0,2016
3217,0,3662,0,0,0,2016
3218,0,3662,0,0,0,2016
3219,0,3658,0,0,0,2016
3220,0,3658,0,0,0,2016
3221,0,3688,0,0,0,2016
3222,0,3688,0,0,0,2016
3223,0,3658,0,0,0,2016
3224,0,3688,0,0,0,2016
3225,0,3706,0,0,0,2016
3226,0,3688,0,0,0,2016
3227,0,3706,0,0,0,2016
3228,0,3725,0,0,0,2016
3229,0,3725,0,0,0,2016
3230,0,3745,0,0,0,2016
3231,0,3745,0,0,0,2016
3232,0,3725,0,0,0,2016
3233,0,3725,0,0,0,2016
3234,0,3745,0,0,0,2016
3235,0,3725,0,0,0,2016
3236,0,3706,0,0,0,2016
3237,0,3706,0,0,0,2016
3238,0,3706,0,0,0,2016
3239,0,3706,0,0,0,2016
3240,0,3745,0,0,0,2016
3241,0,3745,0,0,0,2016
3242,0,3795,0,0,0,2016
3243,0,3745,0,0,0,2016
3244,0,3745,0,0,0,2016
3245,0,3795,0,0,0,2016
3246,0,3795,0,0,0,2016
3247,0,3795,0,0,0,2016
3248,0,3795,0,0,0,2016
3249,0,3884,0,0,0,2016
3250,0,3884,0,0,0,2016
3251,0,3884,0,0,0,2016
3252,0,3884,0,0,0,2016
3253,0,3884,0,0,0,2016
3254,0,3884,0,0,0,2016
3255,0,3884,0,0,0,2016
3256,0,3884,0,0,0,2016
3257,0,3884,0,0,0,2016
3258,0,3884,0,0,0,2016
3259,0,3884,0,0,0,2016
3260,0,3884,0,0,0,2016
3261,0,3884,0,0,0,2016
3262,0,3884,0,0,0,2016
3263,0,3884,0,0,0,2016
3264,0,3884,0,0,0,2016
3265,0,4015,0,0,0,2016
3266,0,3884,0,0,0,2016
3267,0,4015,0,0,0,2016
3268,0,4015,0,0,0,2016
3269,0,4015,0,0,0,2016
3270,0,4015,0,0,0,2016
3271,0,4015,0,0,0,2016
3272,0,4015,0,0,0,2016
3273,0,4015,0,0,0,2016
3274,0,4015,0,0,0,2016
3275,0,4015,0,0,0,2016
3276,0,4015,0,0,0,2016
3277,0,4015,0,0,0,2016
3278,0,4015,0,0,0,2016
3279,0,4015,0,0,0,2016
3280,0,4015,0,0,0,2016
3281,0,3778,0,0,0,2016
3282,0,3778,0,0,0,2016
3283,0,3800,0,0,0,2016
3284,0,3800,0,0,0,2016
3285,0,3778,0,0,0,2016
3286,0,3800,0,0,0,2016
3287,0,3800,0,0,0,2016
3288,0,3800,0,0,0,2016
3289,0,3800,0,0,0,2016
3290,0,3800,0,0,0,2016
3291,0,3800,0,0,0,2016
3292,0,3800,0,0,0,2016
3293,0,3800,0,0,0,2016
3294,0,3778,0,0,0,2016
3295,0,3800,0,0,0,2016
3296,0,3876,0,0,0,2016
3297,0,3876,0,0,0,2016
3298,0,3876,0,0,0,2016
3299,0,3876,0,0,0,2016
3300,0,3876,0,0,0,2016
3301,0,3876,0,0,0,2016
3302,0,3876,0,0,0,2016
3303,0,3876,0,0,0,2016
3304,0,3876,0,0,0,2016
3305,0,3876,0,0,0,2016
3306,0,3876,0,0,0,2016
3307,0,3876,0,0,0,2016
3308,0,3876,0,0,0,2016
3309,0,3876,0,0,0,2016
3310,0,3876,0,0,0,2016
3311,0,3876,0,0,0,2016
3312,0,3876,0,0,0,2016
3313,0,4017,0,0,0,2016
3314,0,4017,0,0,0,2016
3315,0,4017,0,0,0,2016
3316,0,4017,0,0,0,2016
3317,0,4017,0,0,0,2016
3318,0,4017,0,0,0,2016
3319,0,4017,0,0,0,2016
3320,0,4017,0,0,0,2016
3321,0,4017,0,0,0,2016
3322,0,3846,0,0,0,2016
3323,0,3846,0,0,0,2016
3324,0,3846,0,0,0,2016
3325,0,3865,1,0,2025,2016
3326,0,3846,0,0,0,2016
3327,0,3881,1,0,2025,2016
3328,0,3881,1,0,2025,2016
3329,0,3885,1,0,2025,2016
3330,0,3897,1,0,2025,2016
3331,0,3885,1,0,2025,2016
3332,0,3885,1,0,2025,2016
3333,0,3921,1,0,2025,2016
3334,0,3921,0,0,0,2016
3335,0,3924,0,0,0,2016
3336,0,3884,0,0,0,2016
3337,0,3924,0,0,0,2016
3338,0,3881,1,0,2025,2016
3339,0,3839,0,0,0,2016
3340,0,3839,0,0,0,2016
3341,0,3839,0,0,0,2016
3342,0,3839,0,0,0,2016
3343,0,3839,0,0,0,2016
3344,0,3899,0,0,0,2016
3345,0,3839,0,0,0,2016
3346,0,3899,0,0,0,2016
3347,0,3899,0,0,0,2016
3348,0,3899,0,0,0,2016
3349,0,3767,0,0,0,2016
3350,0,3767,0,0,0,2016
3351,0,3767,0,0,0,2016
3352,0,3767,0,0,0,2016
3353,0,3767,0,0,0,2016
3354,0,3779,0,0,0,2016
3355,0,3767,0,0,0,2016
3356,0,3767,0,0,0,2016
3357,0,3779,0,0,0,2016
3358,0,3693,0,0,0,2016
3359,0,3693,0,0,0,2016
3360,0,3839,0,0,0,2016
3361,0,3839,0,0,0,2016
3362,0,3899,0,0,0,2016
3363,0,3686,0,0,0,2016
3364,0,3686,0,0,0,2016
3365,0,3686,0,0,0,2016
3366,0,3712,0,0,0,2016
3367,0,3712,0,0,0,2016
3368,0,3712,0,0,0,2016
3369,0,3712,0,0,0,2016
3370,0,3712,0,0,0,2016
3371,0,3736,0,0,0,2016
3372,0,3712,0,0,0,2016
3373,0,3686,0,0,0,2016
3374,0,3736,0,0,0,2016
3375,0,3712,0,0,0,2016
3376,0,3712,0,0,0,2016
3377,0,3749,0,0,0,2016
3378,0,3736,0,0,0,2016
3379,0,3749,0,0,0,2016
3380,0,3712,0,0,0,2016
3381,0,3736,0,0,0,2016
3382,0,3749,0,0,0,2016
3383,0,3712,0,0,0,2016
3384,0,3736,0,0,0,2016
3385,0,3686,0,0,0,2016
3386,0,3770,0,0,0,2016
3387,0,3736,0,0,0,2016
3388,0,3779,0,0,0,2016
3389,0,3749,0,0,0,2016
3390,0,3749,0,0,0,2016
3391,0,3770,0,0,0,2016
3392,0,3770,0,0,0,2016
3393,0,3779,0,0,0,2016
3394,0,3779,0,0,0,2016
3395,0,3686,0,0,0,2016
3396,0,3770,0,0,0,2016
3397,0,3686,0,0,0,2016
3398,0,3779,0,0,0,2016
3399,0,3823,0,0,0,2016
3400,0,3823,0,0,0,2016
3401,0,3779,0,0,0,2016
3402,0,3823,0,0,0,2016
3403,0,3823,0,0,0,2016
3404,0,3839,0,0,0,2016
3405,0,3823,0,0,0,2016
3406,0,3823,0,0,0,2016
3407,0,3823,0,0,0,2016
3408,0,3823,0,0,0,2016
3409,0,3823,0,0,0,2016
3410,0,3823,0,0,0,2016
3411,0,3639,0,0,0,2016
3412,0,3639,0,0,0,2016
3413,0,3666,0,0,0,2016
3414,0,3666,0,0,0,2016
3415,0,3676,0,0,0,2016
3416,0,3639,0,0,0,2016
3417,0,3666,0,0,0,2016
3418,0,3676,0,0,0,2016
3419,0,3676,0,0,0,2016
3420,0,3473,1,0,2025,2016
3421,0,3473,1,0,2025,2016
3422,0,3473,1,0,2025,2016
3423,0,3555,1,0,2025,2016
3424,0,3555,1,0,2025,2016
3425,0,3555,1,0,2025,2016
3426,0,3566,1,0,2025,2016
3427,0,3566,1,0,2025,2016
3428,0,3566,1,0,2025,2016
3429,0,3578,1,0,2025,2016
3430,0,3578,1,0,2025,2016
3431,0,3602,0,0,0,2016
3432,0,3602,0,0,0,2016
3433,0,3539,0,0,0,2016
3434,0,3539,0,0,0,2016
3435,0,3539,0,0,0,2016
3436,0,3539,0,0,0,2016
3437,0,3539,1,0,2025,2016
3438,0,3539,0,0,0,2016
3439,0,3539,0,0,0,2016
3440,0,3539,0,0,0,2016
3441,0,3591,1,0,2025,2016
3442,0,3591,0,0,0,2016
3443,0,3539,0,0,0,2016
3444,0,3591,0,0,0,2016
3445,0,3614,0,0,0,2016
3446,0,3614,0,0,0,2016
3447,0,3624,0,0,0,2016
3448,0,3624,0,0,0,2016
3449,0,3621,0,0,0,2016
3450,0,3621,0,0,0,2016
3451,0,3621,0,0,0,2016
3452,0,3632,0,0,0,2016
3453,0,3632,0,0,0,2016
3454,0,3657,0,0,0,2016
3455,0,3657,0,0,0,2016
3456,0,3622,0,0,0,2016
3457,0,3622,0,0,0,2016
3458,0,3629,0,0,0,2016
3459,0,3622,0,0,0,2016
3460,0,3629,0,0,0,2016
3461,0,3629,0,0,0,2016
3462,0,3629,0,0,0,2016
3463,0,3629,0,0,0,2016
3464,0,3669,0,0,0,2016
3465,0,3629,0,0,0,2016
3466,0,3669,0,0,0,2016
3467,0,3669,0,0,0,2016
3468,0,3659,0,0,0,2016
3469,0,3659,0,0,0,2016
3470,0,3672,0,0,0,2016
3471,0,3659,0,0,0,2016
3472,0,3672,0,0,0,2016
3473,0,3672,0,0,0,2016
3474,0,3672,0,0,0,2016
3475,0,3672,0,0,0,2016
3476,0,3696,0,0,0,2016
3477,0,3672,0,0,0,2016
3478,0,3696,0,0,0,2016
3479,0,3696,0,0,0,2016
3480,0,3689,0,0,0,2016
3481,0,3689,0,0,0,2016
3482,0,3703,0,0,0,2016
3483,0,3689,0,0,0,2016
3484,0,3703,0,0,0,2016
3485,0,3720,0,0,0,2016
3486,0,3703,0,0,0,2016
3487,0,3720,0,0,0,2016
3488,0,3696,0,0,0,2016
3489,0,3720,0,0,0,2016
3490,0,3720,0,0,0,2016
3491,0,3428,1,0,2025,2016
3492,0,3428,1,0,2025,2016
3493,0,3428,1,0,2025,2016
3494,0,3428,1,0,2025,2016
3495,0,3428,1,0,2025,2016
3496,0,3436,1,0,2025,2016
3497,0,3436,1,0,2025,2016
3498,0,3436,1,0,2025,2016
3499,0,3436,1,0,2025,2016
3500,0,3436,1,0,2025,2016
3501,0,3452,1,0,2025,2016
3502,0,3452,1,0,2025,2016
3503,0,3452,1,0,2025,2016
3504,0,3452,1,0,2025,2016
3505,0,3492,1,0,2025,2016
3506,0,3492,1,0,2025,2016
3507,0,3492,1,0,2025,2016
3508,0,3492,1,0,2025,2016
3509,0,3492,1,0,2025,2016
3510,0,3542,1,0,2025,2016
3511,0,3542,1,0,2025,2016
3512,0,3542,0,0,0,2016
3513,0,3542,0,0,0,2016
3514,0,3589,0,0,0,2016
3515,0,3589,0,0,0,2016
3516,0,3531,0,0,0,2016
3517,0,3531,0,0,0,2016
3518,0,3531,0,0,0,2016
3519,0,3531,0,0,0,2016
3520,0,3531,0,0,0,2016
3521,0,3531,0,0,0,2016
3522,0,3541,0,0,0,2016
3523,0,3541,0,0,0,2016
3524,0,3541,0,0,0,2016
3525,0,3541,0,0,0,2016
3526,0,3572,0,0,0,2016
3527,0,3541,0,0,0,2016
