mgra,msa,taz
10452,3,2959
10453,3,2959
10454,3,2961
10455,3,2959
10456,3,3069
10457,3,3069
10458,3,3069
10459,3,2812
10460,3,2812
10461,3,2812
10462,3,2812
10463,3,2812
10464,3,2812
10465,3,2914
10466,3,2914
10467,3,2914
10468,3,2855
10469,3,2914
10470,3,2914
10471,3,2812
10472,3,2818
10473,3,2812
10474,3,2818
10475,3,2818
10476,3,2818
10477,3,2818
10478,3,2855
10479,3,2855
10480,3,2855
10481,3,2855
10482,3,2855
10483,3,2870
10484,3,2872
10485,3,2855
10486,3,2872
10487,3,2870
10488,3,2872
10489,3,2870
10490,3,2870
10491,3,2680
10492,3,2701
10493,3,2701
10494,3,2724
10495,3,2724
10496,3,2724
10497,3,2724
10498,3,2724
10499,3,2724
10500,3,2776
10501,3,2620
10502,3,2620
10503,3,2631
10504,3,2620
10505,3,2620
10506,3,2631
10507,3,2620
10508,3,2631
10509,3,2631
10510,3,2620
10511,3,2680
10512,3,2665
10513,3,2680
10514,3,2701
10515,3,2701
10516,3,2680
10517,3,2665
10518,3,2680
10519,3,2665
10520,3,2665
10521,3,2665
10522,3,2680
10523,3,2665
10524,3,2776
10525,3,2783
10526,3,2776
10527,3,2783
10528,3,2783
10529,3,2776
10530,3,2776
10531,3,2776
10532,3,2783
10533,3,2586
10534,3,2616
10535,3,2586
10536,3,2649
10537,3,2616
10538,3,2649
10539,3,2694
10540,3,2702
10541,3,2702
10542,3,2710
10543,3,2702
10544,3,2702
10545,3,2756
10546,3,2761
10547,3,2761
10548,3,2756
10549,3,2789
10550,3,2789
10551,3,2801
10552,3,2802
10553,3,2802
10554,3,2804
10555,3,2804
10556,3,2802
10557,3,2801
10558,3,2801
10559,3,2802
10560,3,2581
10561,3,2470
10562,3,2580
10563,3,2580
10564,3,2580
10565,3,2580
10566,3,2581
10567,3,2581
10568,3,2581
10569,3,2581
10570,3,2645
10571,3,2645
10572,3,2645
10573,3,2645
10574,3,2691
10575,3,2691
10576,3,2691
10577,3,2691
10578,3,2860
10579,3,2860
10580,3,2875
10581,3,2876
10582,3,2892
10583,3,2875
10584,3,2894
10585,3,2876
10586,3,2894
10587,3,2875
10588,3,2805
10589,3,2806
10590,3,2806
10591,3,2805
10592,3,2806
10593,3,2806
10594,3,2805
10595,3,2806
10596,3,2861
10597,3,2861
10598,3,2862
10599,3,2862
10600,3,2862
10601,3,2861
10602,3,2861
10603,3,2862
10604,3,2808
10605,3,2808
10606,3,2808
10607,3,2808
10608,3,2808
10609,3,2808
10610,3,2808
10611,3,2808
10612,3,2808
10613,3,2808
10614,3,2808
10615,3,2808
10616,3,2863
10617,3,2863
10618,3,2863
10619,3,2863
10620,3,2863
10621,3,2807
10622,3,2807
10623,3,2807
10624,3,2807
10625,3,2807
10626,3,2807
10627,3,2699
10628,3,2707
10629,3,2707
10630,3,2679
10631,3,2738
10632,3,2742
10633,3,2751
10634,3,2751
10635,3,2751
10636,3,2742
10637,3,2742
10638,3,2751
10639,3,2742
10640,3,2738
10641,3,2751
10642,3,2742
10643,3,2751
10644,3,2751
10645,3,2738
10646,3,2751
10647,3,2699
10648,3,2712
10649,3,2712
10650,3,2712
10651,3,2699
10652,3,2699
10653,3,2679
10654,3,2679
10655,3,2679
10656,3,2679
10657,3,2679
10658,3,2679
10659,3,2679
10660,3,2723
10661,3,2803
10662,3,2803
10663,3,2778
10664,3,2882
10665,3,2882
10666,3,2723
10667,3,2723
10668,3,2723
10669,3,2723
10670,3,2775
10671,3,2778
10672,3,2760
10673,3,2775
10674,3,2775
10675,3,2778
10676,3,2775
10677,3,2740
10678,3,2760
10679,3,2775
10680,3,2740
10681,3,2775
10682,3,2740
10683,3,2740
10684,3,2740
10685,3,2740
10686,3,2760
10687,3,2760
10688,3,2740
10689,3,2740
10690,3,2657
10691,3,2657
10692,3,2657
10693,3,2657
10694,3,2657
10695,3,2813
10696,3,2813
10697,3,2813
10698,3,2813
10699,3,2775
10700,3,2811
10701,3,2811
10702,3,2811
10703,3,2811
10704,3,2864
10705,3,2864
10706,3,2864
10707,3,2866
10708,3,2866
10709,3,2865
10710,3,2866
10711,3,2865
10712,3,2865
10713,3,2809
10714,3,2809
10715,3,2810
10716,3,2810
10717,3,2809
10718,3,2810
10719,3,2809
10720,3,2809
10721,3,2809
10722,3,2809
10723,3,2810
10724,3,2810
10725,3,2711
10726,3,2670
10727,3,2678
10728,3,2713
10729,3,2713
10730,3,2713
10731,3,2750
10732,3,2750
10733,3,2750
10734,3,2792
10735,3,2792
10736,3,2792
10737,3,2792
10738,3,2713
10739,3,2713
10740,3,2713
10741,3,2713
10742,3,2713
10743,3,2713
10744,3,2749
10745,3,2749
10746,3,2749
10747,3,2749
10748,3,2721
10749,3,2721
10750,3,2721
10751,3,2660
10752,3,2660
10753,3,2660
10754,3,2660
10755,3,2660
10756,3,2643
10757,3,2643
10758,3,2624
10759,3,2670
10760,3,2670
10761,3,2721
10762,3,2721
10763,3,2643
10764,3,2643
10765,3,2668
10766,3,2668
10767,3,2673
10768,3,2643
10769,3,2668
10770,3,2673
10771,3,2673
10772,3,2693
10773,3,2693
10774,3,2693
10775,3,2748
10776,3,2762
10777,3,2762
10778,3,2747
10779,3,2748
10780,3,2762
10781,3,2748
10782,3,2747
10783,3,2747
10784,3,2748
10785,3,2747
10786,3,2693
10787,3,2489
10788,3,2489
10789,3,2489
10790,3,2489
10791,3,2489
10792,3,2489
10793,3,2489
10794,3,2489
10795,3,2489
10796,3,2675
10797,3,2675
10798,3,2519
10799,3,2519
10800,3,2489
10801,3,2556
10802,3,2569
10803,3,2566
10804,3,2566
10805,3,2519
10806,3,2569
10807,3,2556
10808,3,2566
10809,3,2489
10810,3,2519
10811,3,2519
10812,3,2519
10813,3,2519
10814,3,2519
10815,3,2569
10816,3,2519
10817,3,2491
10818,3,2491
10819,3,2519
10820,3,2516
10821,3,2516
10822,3,2516
10823,3,2516
10824,3,2519
10825,3,2516
10826,3,2468
10827,3,2443
10828,3,2431
10829,3,2431
10830,3,2443
10831,3,2443
10832,3,2431
10833,3,2431
10834,3,2489
10835,3,2443
10836,3,2394
10837,3,2394
10838,3,2429
10839,3,2429
10840,3,2429
10841,3,2394
10842,3,2429
10843,3,2429
10844,3,2429
10845,3,2349
10846,3,2377
10847,3,2349
10848,3,2349
10849,3,2409
10850,3,2409
10851,3,2313
10852,3,2313
10853,3,2325
10854,3,2313
10855,3,2325
10856,3,2325
10857,3,2314
10858,3,2313
10859,3,2344
10860,3,2344
10861,3,2344
10862,3,2235
10863,3,2262
10864,3,2262
10865,3,2262
10866,3,2262
10867,3,2295
10868,3,2295
10869,3,2267
10870,3,2267
10871,3,2203
10872,3,2237
10873,3,2237
10874,3,2259
10875,3,2259
10876,3,2259
10877,3,2261
10878,3,2259
10879,3,2259
10880,3,2259
10881,3,2301
10882,3,2238
10883,3,2203
10884,3,2301
10885,3,2301
10886,3,2261
10887,3,2261
10888,3,2261
10889,3,2261
10890,3,2261
10891,3,2324
10892,3,2322
10893,3,2324
10894,3,2229
10895,3,2226
10896,3,2229
10897,3,2255
10898,3,2226
10899,3,2287
10900,3,2297
10901,3,2309
10902,3,2309
10903,3,2317
10904,3,2333
10905,3,2333
10906,3,2317
10907,3,2317
10908,3,2297
10909,3,2297
10910,3,2309
10911,3,2309
10912,3,2333
10913,3,2343
10914,3,2333
10915,3,2343
10916,3,2333
10917,3,2385
10918,3,2385
10919,3,2385
10920,3,2391
10921,3,2391
10922,3,2391
10923,3,2385
10924,3,2365
10925,3,2396
10926,3,2396
10927,3,2396
10928,3,2404
10929,3,2396
10930,3,2396
10931,3,2400
10932,3,2400
10933,3,2437
10934,3,2437
10935,3,2451
10936,3,2453
10937,3,2453
10938,3,2453
10939,3,2404
10940,3,2453
10941,3,2404
10942,3,2453
10943,3,2365
10944,3,2365
10945,3,2373
10946,3,2400
10947,3,2400
10948,3,2400
10949,3,2366
10950,3,2367
10951,3,2367
10952,3,2375
10953,3,2381
10954,3,2399
10955,3,2399
10956,3,2433
10957,3,2439
10958,3,2439
10959,3,2433
10960,3,2441
10961,3,2439
10962,3,2433
10963,3,2449
10964,3,2452
10965,3,2452
10966,3,2449
10967,3,2439
10968,3,2439
10969,3,2439
10970,3,2490
10971,3,2492
10972,3,2492
10973,3,2492
10974,3,2492
10975,3,2493
10976,3,2502
10977,3,2492
10978,3,2492
10979,3,2517
10980,3,2517
10981,3,2502
10982,3,2517
10983,3,2517
10984,3,2517
10985,3,2502
10986,3,2583
10987,3,2604
10988,3,2583
10989,3,2632
10990,3,2632
10991,3,2557
10992,3,2555
10993,3,2560
10994,3,2555
10995,3,2555
10996,3,2557
10997,3,2555
10998,3,2560
10999,3,2557
11000,3,2557
11001,3,2555
11002,3,2557
11003,3,2613
11004,3,2448
11005,3,2500
11006,3,2500
11007,3,2500
11008,3,2448
11009,3,2501
11010,3,2501
11011,3,2500
11012,3,2501
11013,3,2500
11014,3,2500
11015,3,2448
11016,3,2500
11017,3,2501
11018,3,2448
11019,3,2494
11020,3,2496
11021,3,2496
11022,3,2498
11023,3,2494
11024,3,2542
11025,3,2542
11026,3,2542
11027,3,2568
11028,3,2568
11029,3,2568
11030,3,2568
11031,3,2470
11032,3,2474
11033,3,2376
11034,3,2376
11035,3,2470
11036,3,2474
11037,3,2474
11038,3,2470
11039,3,2470
11040,3,2470
11041,3,2474
11042,3,2470
11043,3,2474
11044,3,2599
11045,3,2599
11046,3,2601
11047,3,2601
11048,3,2624
11049,3,2624
11050,3,2653
11051,3,2653
11052,3,2653
11053,3,2371
11054,3,2371
11055,3,2371
11056,3,2405
11057,3,2405
11058,3,2405
11059,3,2405
11060,3,2522
11061,3,2522
11062,3,2522
11063,3,2522
11064,3,2376
11065,3,2376
11066,3,2376
11067,3,2337
11068,3,2337
11069,3,2361
11070,3,2360
11071,3,2360
11072,3,2360
11073,3,2347
11074,3,2347
11075,3,2347
11076,3,2347
11077,3,2347
11078,3,2347
11079,3,2415
11080,3,2415
11081,3,2505
11082,3,2505
11083,3,2505
11084,3,2505
11085,3,2505
11086,3,2505
11087,3,2505
11088,3,2505
11089,3,2368
11090,3,2368
11091,3,2368
11092,3,2368
11093,3,2415
11094,3,2415
11095,3,2415
11096,3,2415
11097,3,2505
11098,3,2256
11099,3,2256
11100,3,2293
11101,3,2310
11102,3,2310
11103,3,2310
11104,3,2230
11105,3,2230
11106,3,2230
11107,3,2230
11108,3,2205
11109,3,2205
11110,3,2263
11111,3,2251
11112,3,2273
11113,3,2205
11114,3,2251
11115,3,2294
11116,3,2205
11117,3,2230
11118,3,2263
11119,3,2263
11120,3,2310
11121,3,2263
11122,3,2310
11123,3,2273
11124,3,2294
11125,3,2362
11126,3,2378
11127,3,2362
11128,3,2278
11129,3,2277
11130,3,2278
11131,3,2288
11132,3,2290
11133,3,2335
11134,3,2335
11135,3,2290
11136,3,2316
11137,3,2320
11138,3,2323
11139,3,2316
11140,3,2330
11141,3,2332
11142,3,2332
11143,3,2330
11144,3,2330
11145,3,2327
11146,3,2320
11147,3,2323
11148,3,2334
11149,3,2336
11150,3,2338
11151,3,2340
11152,3,2336
11153,3,2338
11154,3,2340
11155,3,2334
11156,3,2350
11157,3,2351
11158,3,2351
11159,3,2499
11160,3,2499
11161,3,2499
11162,3,2499
11163,3,2499
11164,3,2611
11165,3,2611
11166,3,2611
11167,3,2611
11168,3,2654
11169,3,2654
11170,3,2654
11171,3,2369
11172,3,2369
11173,3,2369
11174,3,2369
11175,3,2426
11176,3,2369
11177,3,2369
11178,3,2419
11179,3,2419
11180,3,2426
11181,3,2419
11182,3,2426
11183,3,2419
11184,3,2426
11185,3,2419
11186,3,2527
11187,3,2527
11188,3,2527
11189,3,2525
11190,3,2579
11191,3,2579
11192,3,2579
11193,3,2426
11194,3,2426
11195,3,2525
11196,3,2662
11197,3,2525
11198,3,2525
11199,3,2617
11200,3,2676
11201,3,2715
11202,3,2715
11203,3,2518
11204,3,2518
11205,3,2697
11206,3,2596
11207,3,2432
11208,3,2432
11209,3,2432
11210,3,2432
11211,3,2514
11212,3,2514
11213,3,2514
11214,3,2514
11215,3,2514
11216,3,2432
11217,3,2464
11218,3,2518
11219,3,2518
11220,3,2518
11221,3,2353
11222,3,2359
11223,3,2414
11224,3,2428
11225,3,2414
11226,3,2402
11227,3,2402
11228,3,2339
11229,3,2352
11230,3,2370
11231,3,2352
11232,3,2398
11233,3,2402
11234,3,2402
11235,3,2459
11236,3,2457
11237,3,2457
11238,3,2154
11239,3,2158
11240,3,1990
11241,3,1990
11242,3,1980
11243,3,1990
11244,3,1980
11245,3,2124
11246,3,2146
11247,3,2169
11248,3,2169
11249,3,2124
11250,3,2146
11251,3,2146
11252,3,2169
11253,3,2124
11254,3,2169
11255,3,2245
11256,3,2245
11257,3,2306
11258,3,1980
11259,3,2169
11260,3,2124
11261,3,2184
11262,3,2184
11263,3,2192
11264,3,2124
11265,3,2214
11266,3,2214
11267,3,2219
11268,3,2169
11269,3,2219
11270,3,2192
11271,3,2214
11272,3,2214
11273,3,2219
11274,3,2219
11275,3,2245
11276,3,2243
11277,3,2243
11278,3,2243
11279,3,2245
11280,3,2299
11281,3,2192
11282,3,2243
11283,3,2244
11284,3,2243
11285,3,2243
11286,3,2276
11287,3,2281
11288,3,2298
11289,3,2298
11290,3,2318
11291,3,2321
11292,3,2318
11293,3,2318
11294,3,2321
11295,3,2321
11296,3,2139
11297,3,1836
11298,3,1836
11299,3,1836
11300,3,1836
11301,3,1892
11302,3,1892
11303,3,1892
11304,3,1892
11305,3,1892
11306,3,1892
11307,3,1892
11308,3,1892
11309,3,2035
11310,3,2035
11311,3,1892
11312,3,1892
11313,3,2109
11314,3,2035
11315,3,2187
11316,3,2109
11317,3,2109
11318,3,2187
11319,3,2109
11320,3,2109
11321,3,2109
11322,3,2109
11323,3,1892
11324,3,1892
11325,3,2187
11326,3,2035
11327,3,1790
11328,3,1790
11329,3,1868
11330,3,1868
11331,3,1868
11332,3,1868
11333,3,1790
11334,3,1790
11335,3,1791
11336,3,1791
11337,3,1790
11338,3,1791
11339,3,1791
11340,3,1935
11341,3,1791
11342,1,1706
11343,1,1706
11344,1,1706
11345,1,1706
11346,1,1706
11347,1,1707
11348,1,1707
11349,1,1707
11350,1,1706
11351,1,1706
11352,1,1706
11353,1,1706
11354,1,1706
11355,1,1706
11356,1,1706
11357,1,1706
11358,1,1706
11359,1,1706
11360,1,1830
11361,1,1830
11362,1,1833
11363,1,1833
11364,1,1830
11365,1,1843
11366,1,1833
11367,1,1833
11368,1,1852
11369,1,1843
11370,1,1833
11371,1,1843
11372,1,1833
11373,1,1874
11374,1,1875
11375,1,1874
11376,1,1875
11377,1,1874
11378,1,1874
11379,1,1874
11380,1,1912
11381,1,1912
11382,1,1916
11383,1,1912
11384,1,1912
11385,1,1912
11386,1,1912
11387,1,1833
11388,1,1833
11389,1,1831
11390,1,1831
11391,1,1831
11392,1,1850
11393,1,1831
11394,1,1831
11395,1,1850
11396,1,1831
11397,1,1850
11398,1,1831
11399,1,1850
11400,1,1850
11401,1,1850
11402,1,1850
11403,1,1850
11404,1,1831
11405,1,1895
11406,1,1895
11407,1,1895
11408,1,1895
11409,1,1895
11410,1,1850
11411,1,1850
11412,1,1850
11413,1,1850
11414,1,1850
11415,1,1850
11416,1,1850
11417,1,1850
11418,1,1850
11419,1,1850
11420,1,1678
11421,1,1680
11422,1,1680
11423,1,1684
11424,1,1680
11425,1,1699
11426,1,1704
11427,1,1704
11428,1,1704
11429,1,1684
11430,1,1704
11431,1,1699
11432,1,1711
11433,1,1711
11434,1,1711
11435,1,1717
11436,1,1711
11437,1,1717
11438,1,1711
11439,1,1717
11440,1,1707
11441,1,1717
11442,1,1583
11443,1,1645
11444,1,1583
11445,1,1645
11446,1,1645
11447,1,1645
11448,1,1645
11449,1,1504
11450,1,1504
11451,1,1504
11452,1,1504
11453,1,1504
11454,1,1552
11455,1,1552
11456,1,1583
11457,1,1585
11458,1,1590
11459,1,1590
11460,1,1590
11461,1,1583
11462,1,1590
11463,1,1585
11464,1,1681
11465,1,1590
11466,1,1639
11467,1,1590
11468,1,1639
11469,1,1590
11470,1,1639
11471,1,1824
11472,1,1824
11473,1,1862
11474,1,1905
11475,1,1882
11476,1,1907
11477,1,1907
11478,1,1907
11479,1,1654
11480,1,1654
11481,1,1654
11482,1,1654
11483,1,1654
11484,1,1654
11485,1,1654
11486,1,1654
11487,1,1640
11488,1,1601
11489,1,1601
11490,1,1601
11491,1,1601
11492,1,1627
11493,1,1601
11494,1,1601
11495,1,1514
11496,1,1515
11497,1,1515
11498,1,1515
11499,1,1514
11500,1,1514
11501,1,1554
11502,1,1514
11503,1,1561
11504,1,1561
11505,1,1554
11506,1,1561
11507,1,1561
11508,1,1561
11509,1,1554
11510,1,1561
11511,1,1561
11512,1,1480
11513,1,1480
11514,1,1472
11515,1,1472
11516,1,1472
11517,1,1472
11518,1,1472
11519,1,1472
11520,1,1472
11521,1,1472
11522,1,1472
11523,1,1472
11524,1,1472
11525,1,1599
11526,1,1472
11527,1,1625
11528,1,1599
11529,1,1599
11530,1,1599
11531,1,1625
11532,1,1625
11533,1,1651
11534,1,1625
11535,1,1651
11536,1,1651
11537,1,1651
11538,1,1651
11539,1,1625
11540,1,1651
11541,1,1651
11542,1,1625
11543,1,1651
11544,1,1599
11545,1,1651
11546,1,1462
11547,1,1462
11548,1,1462
11549,1,1443
11550,1,1462
11551,1,1462
11552,1,1462
11553,1,1526
11554,1,1526
11555,1,1526
11556,1,1611
11557,1,1599
11558,1,1651
11559,1,1651
11560,1,1651
11561,1,1625
11562,1,1692
11563,1,1692
11564,1,1692
11565,1,1692
11566,1,1751
11567,1,1787
11568,1,1751
11569,1,1787
11570,1,1787
11571,1,1751
11572,1,1787
11573,1,1787
11574,1,1787
11575,1,1787
11576,1,1751
11577,1,1787
11578,1,1787
11579,1,1751
11580,1,1692
11581,1,1692
11582,1,1721
11583,1,1751
11584,1,1751
11585,1,1751
11586,1,1721
11587,1,1721
11588,1,1751
11589,1,1751
11590,1,1751
11591,1,1751
11592,1,1721
11593,1,1721
11594,1,1751
11595,1,1721
11596,1,1787
11597,1,1751
11598,1,1787
11599,1,1611
11600,1,1611
11601,1,1611
11602,1,1611
11603,1,1643
11604,1,1611
11605,1,1611
11606,1,1643
11607,1,1643
11608,1,1643
11609,1,1643
11610,1,1643
11611,1,1643
11612,1,1643
11613,1,2102
11614,1,2102
11615,1,2102
11616,1,2102
11617,1,2102
11618,1,2117
11619,1,2104
11620,1,2118
11621,1,2133
11622,1,2133
11623,1,2133
11624,1,2117
11625,1,2117
11626,1,2117
11627,1,2140
11628,1,2140
11629,1,2140
11630,1,2138
11631,1,2138
11632,1,2138
11633,1,2138
11634,1,2138
11635,1,2136
11636,1,2136
11637,1,2145
11638,1,2136
11639,1,2136
11640,1,2145
11641,1,2145
11642,1,2145
11643,1,2136
11644,1,2178
11645,1,2077
11646,1,2077
11647,1,2077
11648,1,2077
11649,1,2077
11650,1,2090
11651,1,2090
11652,1,2090
11653,1,2103
11654,1,2103
11655,1,2103
11656,1,2104
11657,1,2105
11658,1,2103
11659,1,2103
11660,1,2104
11661,1,2104
11662,1,2103
11663,1,2126
11664,1,2126
11665,1,2126
11666,1,1814
11667,1,1804
11668,1,1826
11669,1,1826
11670,1,1826
11671,1,1826
11672,1,1826
11673,1,1826
11674,1,1738
11675,1,1744
11676,1,1738
11677,1,1744
11678,1,1752
11679,1,1738
11680,1,1752
11681,1,1738
11682,1,1744
11683,1,1752
11684,1,1752
11685,1,1752
11686,1,1774
11687,1,1774
11688,1,1774
11689,1,1774
11690,1,1752
11691,1,1774
11692,1,1774
11693,1,1752
11694,1,1752
11695,1,1752
11696,1,1774
11697,1,1774
11698,1,1774
11699,1,1752
11700,1,1752
11701,1,1805
11702,1,1752
11703,1,1774
11704,1,1819
11705,1,1805
11706,1,1752
11707,1,1819
11708,1,1748
11709,1,1748
11710,1,1748
11711,1,1748
11712,1,1748
11713,1,1748
11714,1,1748
11715,1,1748
11716,1,1748
11717,1,1748
11718,1,1796
11719,1,1810
11720,1,1796
11721,1,1810
11722,1,1796
11723,1,1810
11724,1,1796
11725,1,1796
11726,1,1796
11727,1,1810
11728,1,1728
11729,1,1804
11730,1,1804
11731,1,1804
11732,1,1804
11733,1,1738
11734,1,1809
11735,1,1795
11736,1,1723
11737,1,1723
11738,1,1723
11739,1,1723
11740,1,1723
11741,1,1723
11742,1,1723
11743,1,1749
11744,1,1723
11745,1,1723
11746,1,1749
11747,1,1749
11748,1,1749
11749,1,1760
11750,1,1760
11751,1,1760
11752,1,1497
11753,1,1572
11754,1,1572
11755,1,1572
11756,1,1572
11757,1,1572
11758,1,1419
11759,1,1686
11760,1,1687
11761,1,1689
11762,1,1687
11763,1,1687
11764,1,1689
11765,1,1686
11766,1,1686
11767,1,1686
11768,1,1686
11769,1,1687
11770,1,1686
11771,1,1686
11772,1,1686
11773,1,1687
11774,1,1689
11775,1,1458
11776,1,1458
11777,1,1576
11778,1,1576
11779,1,1577
11780,1,1581
11781,1,1577
11782,1,1581
11783,1,1577
11784,1,1577
11785,1,1577
11786,1,1581
11787,1,1581
11788,1,1576
11789,1,1576
11790,1,1577
11791,1,1581
11792,1,1631
11793,1,1577
11794,1,1621
11795,1,1577
11796,1,1581
11797,1,1577
11798,1,1650
11799,1,1581
11800,1,1650
11801,1,1650
11802,1,1631
11803,1,1576
11804,1,1576
11805,1,1576
11806,1,1458
11807,1,1650
11808,1,1621
11809,1,1650
11810,1,1631
11811,1,1458
11812,1,1650
11813,1,1650
11814,1,1650
11815,1,1581
11816,1,1650
11817,1,1650
11818,1,1650
11819,1,1631
11820,1,1650
11821,1,1576
11822,1,1631
11823,1,1650
11824,1,1650
11825,1,1581
11826,1,1458
11827,1,1458
11828,1,1650
11829,1,1683
11830,1,1685
11831,1,1685
11832,1,1685
11833,1,1650
11834,1,1685
11835,1,1685
11836,1,1685
11837,1,1685
11838,1,1621
11839,1,1497
11840,1,1497
11841,1,1600
11842,1,1497
11843,1,1497
11844,1,1600
11845,1,1600
11846,1,1600
11847,1,1502
11848,1,1502
11849,1,1502
11850,1,1502
11851,1,1502
11852,1,1572
11853,1,1497
11854,1,1600
11855,1,1600
11856,1,1497
11857,1,1600
11858,1,1600
11859,1,1572
11860,1,1646
11861,1,1646
11862,1,1646
11863,1,1646
11864,1,1646
11865,1,1646
11866,1,1632
11867,1,1632
11868,1,1632
11869,1,1646
11870,1,1646
11871,1,1632
11872,1,1646
11873,1,1646
11874,1,1632
11875,1,1646
11876,1,1632
11877,1,1671
11878,1,1671
11879,1,1671
11880,1,1674
11881,1,1671
11882,1,1688
11883,1,1695
11884,1,1674
11885,1,1695
11886,1,1688
11887,1,1695
11888,1,1695
11889,1,1688
11890,1,1674
11891,1,1720
11892,1,1688
11893,1,1729
11894,1,1731
11895,1,1729
11896,1,1731
11897,1,1731
11898,1,1731
11899,1,1731
11900,1,1731
11901,1,1683
11902,1,1683
11903,1,1691
11904,1,1693
11905,1,1683
11906,1,1693
11907,1,1702
11908,1,1683
11909,1,1691
11910,1,1702
11911,1,1702
11912,1,1702
11913,1,1702
11914,1,1702
11915,1,1693
11916,1,1716
11917,1,1702
11918,1,1702
11919,1,1716
11920,1,1716
11921,1,1702
11922,1,1702
11923,1,1716
11924,1,1728
11925,1,1728
11926,1,1728
11927,1,1728
11928,1,1716
11929,1,1728
11930,1,1716
11931,1,1728
11932,1,1728
11933,1,1728
11934,1,1728
11935,1,1726
11936,1,1726
11937,1,1726
11938,1,1726
11939,1,1726
11940,1,1726
11941,1,1726
11942,1,1726
11943,1,1726
11944,1,1726
11945,1,1726
11946,1,1726
11947,1,1859
11948,1,1859
11949,1,1859
11950,1,1859
11951,1,1859
11952,1,1859
11953,1,1859
11954,1,1859
11955,1,1859
11956,1,1859
11957,1,1859
11958,1,1784
11959,1,1784
11960,1,1784
11961,1,1784
11962,1,1784
11963,1,1784
11964,1,1784
11965,1,1784
11966,1,1784
11967,1,1851
11968,1,1859
11969,1,1861
11970,1,1851
11971,1,1859
11972,1,1763
11973,1,1784
11974,1,1767
11975,1,1767
11976,1,1767
11977,1,1767
11978,1,1775
11979,1,1775
11980,1,1767
11981,1,1775
11982,1,1775
11983,1,1775
11984,1,1775
11985,1,1767
11986,1,1775
11987,1,1775
11988,1,1762
11989,1,1762
11990,1,1763
11991,1,1767
11992,1,1767
11993,1,1775
11994,1,1767
11995,1,1767
11996,1,1775
11997,1,1775
11998,1,1767
11999,1,1767
12000,1,1775
12001,1,1767
12002,1,1775
12003,1,1775
12004,1,1775
12005,1,1775
12006,1,1775
12007,1,1767
12008,1,1775
12009,1,1775
12010,1,1775
12011,1,1799
12012,1,1812
12013,1,1799
12014,1,1812
12015,1,1812
12016,1,1799
12017,1,1799
12018,1,1799
12019,1,1910
12020,1,1910
12021,1,1910
12022,1,1910
12023,1,1910
12024,1,1910
12025,1,1894
12026,1,1894
12027,1,1894
12028,1,1879
12029,1,1879
12030,1,1879
12031,1,1879
12032,1,1915
12033,1,1932
12034,1,1946
12035,1,1946
12036,1,1915
12037,1,1946
12038,1,1915
12039,1,1915
12040,1,1946
12041,1,1915
12042,1,1946
12043,1,1932
12044,1,1953
12045,1,1953
12046,1,1946
12047,1,1953
12048,1,1924
12049,1,1953
12050,1,1924
12051,1,1924
12052,1,1924
12053,1,1924
12054,1,1844
12055,1,1844
12056,1,1844
12057,1,1881
12058,1,1881
12059,1,1896
12060,1,1884
12061,1,1909
12062,1,1896
12063,1,1909
12064,1,1944
12065,1,1944
12066,1,1944
12067,1,1884
12068,1,1913
12069,1,1960
12070,1,1844
12071,1,1844
12072,1,1857
12073,1,1857
12074,1,1857
12075,1,1884
12076,1,1884
12077,1,1913
12078,1,1913
12079,1,1913
12080,1,1960
12081,1,1960
12082,1,1960
12083,1,1960
12084,1,1816
12085,1,1823
12086,1,1823
12087,1,1848
12088,1,1848
12089,1,1848
12090,1,1870
12091,1,1870
12092,1,1901
12093,1,1901
12094,1,1901
12095,1,1823
12096,1,1823
12097,1,1841
12098,1,1848
12099,1,1841
12100,1,1841
12101,1,1848
12102,1,1870
12103,1,1870
12104,1,1870
12105,1,1870
12106,1,1901
12107,1,1823
12108,1,1848
12109,1,1848
12110,1,1870
12111,1,1870
12112,1,1841
12113,1,1841
12114,1,1870
12115,1,1901
12116,1,1901
12117,1,1922
12118,1,1901
12119,1,1922
12120,1,1922
12121,1,1922
12122,1,1901
12123,1,1945
12124,1,1945
12125,1,1901
12126,1,1901
12127,1,1834
12128,1,1834
12129,1,1834
12130,1,1834
12131,1,1854
12132,1,1854
12133,1,1854
12134,1,1880
12135,1,1854
12136,1,1834
12137,1,1880
12138,1,1834
12139,1,1863
12140,1,1908
12141,1,1908
12142,1,1898
12143,1,1898
12144,1,1898
12145,1,1834
12146,1,1863
12147,1,1908
12148,1,1911
12149,1,1911
12150,1,1917
12151,1,1880
12152,1,1898
12153,1,1898
12154,1,1908
12155,1,1898
12156,1,1898
12157,1,1917
12158,1,1898
12159,1,1854
12160,1,1832
12161,1,1832
12162,1,1832
12163,1,1832
12164,1,1832
12165,1,1832
12166,1,1832
12167,1,1873
12168,1,1873
12169,1,1873
12170,1,1873
12171,1,1873
12172,1,1906
12173,1,1952
12174,1,1952
12175,1,1952
12176,1,1952
12177,1,1952
12178,1,1952
12179,1,1961
12180,1,1961
12181,1,1961
12182,1,1961
12183,1,1979
12184,1,1979
12185,1,1967
12186,1,1967
12187,1,1978
12188,1,1967
12189,1,1983
12190,1,1983
12191,1,1983
12192,1,1978
12193,1,1978
12194,1,1983
12195,1,1978
12196,1,1978
12197,1,1978
12198,1,1976
12199,1,1976
