"","0","1","2","3","4","5","6","7","8","9"
"0",-0.0133879689679866,-0.136618414575199,-0.0765152021215307,-0.0304319993060282,-0.156961144103867,-0.0915532462742021,-0.0245141474181025,-0.042447833941246,-0.158854480875959,-0.0287677440864229
"1",-0.539228086020369,-0.407483965437272,-0.63776539574269,-0.463111571596755,-0.325682005149837,-0.254572815532491,-0.264654231987848,-0.236070627246654,-0.365776953118939,-0.600631190578696
"2",-0.356942812967329,-0.7128521980325,-0.023878688255337,-0.359293969291507,-0.858994488019135,-0.751564366127155,-0.29884382055161,-0.763791794472553,-0.861008713093213,-0.677196340358009
"3",-0.226782324913721,-0.373566139508931,-0.139951793183641,-0.00726066795923686,-0.165630544098491,-0.202405625518303,0.00134722111195629,-0.192547488095144,-0.154237991483342,0
"4",-1.42093923130274,-1.38801782104868,-1.82834375449764,-1.83231603498002,0,-0.0051563348339414,-0.958578648735184,0,0,-1.80177060259066
"5",-4.55334089893476,-3.35136549144908,-4.80523784125877,-4.82668314173905,-0.00280124939369841,-0.0158192988559698,-2.45118300690429,-0.00721854824866242,-0.00204754404963126,-5.56865946169566
"6",-0.741199255194189,-1.23034780536869,-0.2676125028173,-0.0563754131054139,-0.0377940092198799,-0.151493115965508,-0.0015180475181964,-0.0730727513631138,0.0489212671915595,0
"7",-5.0078511735187,-3.80122177738318,-5.15993252206356,-5.14113548353974,0,-0.0153605051495767,-2.2131609916687,0,0,-5.10139465332031
"8",-1.15339844751541,-1.36963344900082,-1.43286895751953,-1.39987611065945,0,-0.00635475217965364,-0.884590254889588,0,0,-1.28369903564453
"9",0,-0.138872863284163,-0.0488899880267297,0,-0.0497781644991733,-0.235100309009965,0,-0.187103271484375,-0.03173828125,0
