"","MSA.orig","0","1","4"
"1",0,-0.0553244093056655,0,0.0960927985349684
"2",0,-0.0627664018735885,-0.0101638721898354,-0.0168578790623002
"3",0,-0.0475267734933382,-0.106382421398841,-0.160703326286153
"4",0,-0.00779288938675649,0.00164091332597138,0.116637817157326
"5",0,-0.0324753066065497,0.040457034434084,0
"6",0,-0.721361494752337,-0.189266433461789,-0.000184735500319277
"7",0,-0.0392984107688648,-0.00963034453215528,0.0900283389621279
"8",0,-0.715750376383461,-0.121657053629562,0
"9",0,0.0160115559895928,0.0610834757486955,0
"10",0,0,0,0.269577026367188
