"","MSA.orig","0","1","4"
"1",0,-0.0188196957341482,0,-0.00117414614409483
"2",0,-0.513175451178832,-0.282383013435197,-0.226149655715616
"3",0,0,0.0167017050668719,0.0119971742021221
"4",0,-0.284010469032623,-0.253757534747443,-0.0170346339935179
"5",0,-1.44129502624677,-1.99959180361533,0
"6",0,-3.66344207611254,-2.82338215146645,-0.0136936285122644
"7",0,-0.283370671448893,-1.58772019986753,0.0460450914170991
"8",0,-3.86984125773112,-2.98360443115234,0
"9",0,-1.32306162516275,-1.91449991861979,0
"10",0,0,0,0.11431884765625
