"","MSA.orig","0","1","4"
"1",0,-0.0479746972578674,0,0.168590715032749
"2",0,-0.0314221499059464,-0.00662207998448849,0.0538093422800614
"3",0,0,0,0.353309809907941
"4",0,-0.00347733145277118,-0.00225329594854884,0.109325033103303
"5",0,0.01267716942764,0.143483111787297,0
"6",0,-0.24423934563945,0.00200512794666707,-0.00011012239276198
"7",0,-0.0214814609951333,-0.00844926304287696,0.0700440936618349
"8",0,-0.196712493896484,0.112458546956375,0
"9",0,0.0414098103841241,0.165552775065109,0
"10",0,0,0,0.194419860839844
