"year","orig_msa","dest_msa","period","mode","purpose","nautos","trips"
2035,0,1,"MD","NM","Work",0,1866
2035,0,1,"MD","NM","Work",1,1287
2035,0,1,"MD","NM","Work",2,847
2035,0,1,"MD","NM","Work",3,304
2035,0,1,"MD","NM","Work",4,174
2035,0,1,"MD","SR","Other",0,3521
2035,0,1,"MD","SR","Other",1,17042
2035,0,1,"MD","SR","Other",2,21529
2035,0,1,"MD","SR","Other",3,8539
2035,0,1,"MD","SR","Other",4,5473
2035,0,1,"MD","SR","Work",0,860
2035,0,1,"MD","SR","Work",1,1667
2035,0,1,"MD","SR","Work",2,2372
2035,0,1,"MD","SR","Work",3,1024
2035,0,1,"MD","SR","Work",4,692
2035,0,1,"MD","TRN","Other",0,733
2035,0,1,"MD","TRN","Other",1,849
2035,0,1,"MD","TRN","Other",2,732
2035,0,1,"MD","TRN","Other",3,241
2035,0,1,"MD","TRN","Other",4,165
2035,0,1,"MD","TRN","Work",0,282
2035,0,1,"MD","TRN","Work",1,203
2035,0,1,"MD","TRN","Work",2,171
2035,0,1,"MD","TRN","Work",3,58
2035,0,1,"MD","TRN","Work",4,35
2035,0,1,"NT","DA","Other",0,136
2035,0,1,"NT","DA","Other",1,3303
2035,0,1,"NT","DA","Other",2,6383
2035,0,1,"NT","DA","Other",3,2293
2035,0,1,"NT","DA","Other",4,1010
2035,0,1,"NT","DA","Work",0,102
2035,0,1,"NT","DA","Work",1,4152
2035,0,1,"NT","DA","Work",2,6915
2035,0,1,"NT","DA","Work",3,2690
2035,0,1,"NT","DA","Work",4,1208
2035,0,1,"NT","NM","Other",0,475
2035,0,1,"NT","NM","Other",1,522
2035,0,1,"NT","NM","Other",2,442
2035,0,1,"NT","NM","Other",3,151
2035,0,1,"NT","NM","Other",4,81
2035,0,1,"NT","NM","Work",0,471
2035,0,1,"NT","NM","Work",1,537
2035,0,1,"NT","NM","Work",2,454
2035,0,1,"NT","NM","Work",3,149
2035,0,1,"NT","NM","Work",4,80
2035,0,1,"NT","SR","Other",0,531
2035,0,1,"NT","SR","Other",1,3891
2035,0,1,"NT","SR","Other",2,5392
2035,0,1,"NT","SR","Other",3,2255
2035,0,1,"NT","SR","Other",4,1472
2035,0,1,"NT","SR","Work",0,242
2035,0,1,"NT","SR","Work",1,650
2035,0,1,"NT","SR","Work",2,1059
2035,0,1,"NT","SR","Work",3,485
2035,0,1,"NT","SR","Work",4,291
2035,0,1,"NT","TRN","Other",0,103
2035,0,1,"NT","TRN","Other",1,197
2035,0,1,"NT","TRN","Other",2,208
2035,0,1,"NT","TRN","Other",3,68
2035,0,1,"NT","TRN","Other",4,48
2035,0,1,"NT","TRN","Work",0,104
2035,0,1,"NT","TRN","Work",1,120
2035,0,1,"NT","TRN","Work",2,110
2035,0,1,"NT","TRN","Work",3,43
2035,0,1,"NT","TRN","Work",4,27
2035,0,1,"PM","DA","Other",0,401
2035,0,1,"PM","DA","Other",1,5370
2035,0,1,"PM","DA","Other",2,9358
2035,0,1,"PM","DA","Other",3,3358
2035,0,1,"PM","DA","Other",4,1582
2035,0,1,"PM","DA","Work",0,361
2035,0,1,"PM","DA","Work",1,9948
2035,0,1,"PM","DA","Work",2,17598
2035,0,1,"PM","DA","Work",3,6713
2035,0,1,"PM","DA","Work",4,3058
2035,0,1,"PM","NM","Other",0,918
2035,0,1,"PM","NM","Other",1,821
2035,0,1,"PM","NM","Other",2,651
2035,0,1,"PM","NM","Other",3,220
2035,0,1,"PM","NM","Other",4,157
2035,0,1,"PM","NM","Work",0,1224
2035,0,1,"PM","NM","Work",1,1246
2035,0,1,"PM","NM","Work",2,1072
2035,0,1,"PM","NM","Work",3,339
2035,0,1,"PM","NM","Work",4,198
2035,0,1,"PM","SR","Other",0,1381
2035,0,1,"PM","SR","Other",1,9761
2035,0,1,"PM","SR","Other",2,12245
2035,0,1,"PM","SR","Other",3,5046
2035,0,1,"PM","SR","Other",4,3006
2035,0,1,"PM","SR","Work",0,636
2035,0,1,"PM","SR","Work",1,1860
2035,0,1,"PM","SR","Work",2,3248
2035,0,1,"PM","SR","Work",3,1424
2035,0,1,"PM","SR","Work",4,845
2035,0,1,"PM","TRN","Other",0,436
2035,0,1,"PM","TRN","Other",1,519
2035,0,1,"PM","TRN","Other",2,446
2035,0,1,"PM","TRN","Other",3,160
2035,0,1,"PM","TRN","Other",4,81
2035,0,1,"PM","TRN","Work",0,215
2035,0,1,"PM","TRN","Work",1,260
2035,0,1,"PM","TRN","Work",2,278
2035,0,1,"PM","TRN","Work",3,114
2035,0,1,"PM","TRN","Work",4,66
2035,0,2,"AM","DA","Other",0,203
2035,0,2,"AM","DA","Other",1,1490
2035,0,2,"AM","DA","Other",2,3389
2035,0,2,"AM","DA","Other",3,1481
2035,0,2,"AM","DA","Other",4,1006
2035,0,2,"AM","DA","Work",0,219
2035,0,2,"AM","DA","Work",1,2732
2035,0,2,"AM","DA","Work",2,4582
2035,0,2,"AM","DA","Work",3,1798
2035,0,2,"AM","DA","Work",4,968
2035,0,2,"AM","NM","Other",0,101
2035,0,2,"AM","NM","Other",1,95
2035,0,2,"AM","NM","Other",2,150
2035,0,2,"AM","NM","Other",3,54
2035,0,2,"AM","NM","Other",4,29
2035,0,2,"AM","NM","Work",0,738
2035,0,2,"AM","NM","Work",1,338
2035,0,2,"AM","NM","Work",2,264
2035,0,2,"AM","NM","Work",3,88
2035,0,2,"AM","NM","Work",4,66
2035,0,2,"AM","SR","Other",0,489
2035,0,2,"AM","SR","Other",1,3349
2035,0,2,"AM","SR","Other",2,5658
2035,0,2,"AM","SR","Other",3,2625
2035,0,2,"AM","SR","Other",4,2149
2035,0,2,"AM","SR","Work",0,293
2035,0,2,"AM","SR","Work",1,385
2035,0,2,"AM","SR","Work",2,716
2035,0,2,"AM","SR","Work",3,369
2035,0,2,"AM","SR","Work",4,224
2035,0,2,"AM","TRN","Other",0,150
2035,0,2,"AM","TRN","Other",1,151
2035,0,2,"AM","TRN","Other",2,176
2035,0,2,"AM","TRN","Other",3,46
2035,0,2,"AM","TRN","Other",4,47
2035,0,2,"AM","TRN","Work",0,75
2035,0,2,"AM","TRN","Work",1,41
2035,0,2,"AM","TRN","Work",2,42
2035,0,2,"AM","TRN","Work",3,7
2035,0,2,"AM","TRN","Work",4,6
2035,0,2,"EA","DA","Other",0,1
2035,0,2,"EA","DA","Other",1,43
2035,0,2,"EA","DA","Other",2,92
2035,0,2,"EA","DA","Other",3,38
2035,0,2,"EA","DA","Other",4,28
2035,0,2,"EA","DA","Work",0,46
2035,0,2,"EA","DA","Work",1,624
2035,0,2,"EA","DA","Work",2,998
2035,0,2,"EA","DA","Work",3,441
2035,0,2,"EA","DA","Work",4,222
2035,0,2,"EA","NM","Other",0,6
2035,0,2,"EA","NM","Other",1,4
2035,0,2,"EA","NM","Other",2,6
2035,0,2,"EA","NM","Other",3,3
2035,0,2,"EA","NM","Other",4,1
2035,0,2,"EA","NM","Work",0,243
2035,0,2,"EA","NM","Work",1,118
2035,0,2,"EA","NM","Work",2,91
2035,0,2,"EA","NM","Work",3,29
2035,0,2,"EA","NM","Work",4,16
2035,0,2,"EA","SR","Other",0,10
2035,0,2,"EA","SR","Other",1,113
2035,0,2,"EA","SR","Other",2,184
2035,0,2,"EA","SR","Other",3,99
2035,0,2,"EA","SR","Other",4,70
2035,0,2,"EA","SR","Work",0,83
2035,0,2,"EA","SR","Work",1,100
2035,0,2,"EA","SR","Work",2,172
2035,0,2,"EA","SR","Work",3,71
2035,0,2,"EA","SR","Work",4,57
2035,0,2,"EA","TRN","Other",0,9
2035,0,2,"EA","TRN","Other",1,17
2035,0,2,"EA","TRN","Other",2,11
2035,0,2,"EA","TRN","Other",3,3
2035,0,2,"EA","TRN","Other",4,2
2035,0,2,"EA","TRN","Work",0,24
2035,0,2,"EA","TRN","Work",1,12
2035,0,2,"EA","TRN","Work",2,13
2035,0,2,"EA","TRN","Work",3,5
2035,0,2,"EA","TRN","Work",4,3
2035,0,2,"MD","DA","Other",0,492
2035,0,2,"MD","DA","Other",1,5029
2035,0,2,"MD","DA","Other",2,11439
2035,0,2,"MD","DA","Other",3,4524
2035,0,2,"MD","DA","Other",4,2665
2035,0,2,"MD","DA","Work",0,160
2035,0,2,"MD","DA","Work",1,2893
2035,0,2,"MD","DA","Work",2,5543
2035,0,2,"MD","DA","Work",3,2343
2035,0,2,"MD","DA","Work",4,1290
2035,0,2,"MD","NM","Other",0,674
2035,0,2,"MD","NM","Other",1,479
2035,0,2,"MD","NM","Other",2,656
2035,0,2,"MD","NM","Other",3,293
2035,0,2,"MD","NM","Other",4,260
2035,0,2,"MD","NM","Work",0,563
2035,0,2,"MD","NM","Work",1,424
2035,0,2,"MD","NM","Work",2,409
2035,0,2,"MD","NM","Work",3,177
2035,0,2,"MD","NM","Work",4,102
2035,0,2,"MD","SR","Other",0,1302
2035,0,2,"MD","SR","Other",1,6584
2035,0,2,"MD","SR","Other",2,10560
2035,0,2,"MD","SR","Other",3,4976
2035,0,2,"MD","SR","Other",4,4261
2035,0,2,"MD","SR","Work",0,257
2035,0,2,"MD","SR","Work",1,511
2035,0,2,"MD","SR","Work",2,945
2035,0,2,"MD","SR","Work",3,501
2035,0,2,"MD","SR","Work",4,345
2035,0,2,"MD","TRN","Other",0,194
2035,0,2,"MD","TRN","Other",1,145
2035,0,2,"MD","TRN","Other",2,218
2035,0,2,"MD","TRN","Other",3,98
2035,0,2,"MD","TRN","Other",4,77
2035,0,2,"MD","TRN","Work",0,83
2035,0,2,"MD","TRN","Work",1,68
2035,0,2,"MD","TRN","Work",2,83
2035,0,2,"MD","TRN","Work",3,26
2035,0,2,"MD","TRN","Work",4,24
2035,0,2,"NT","DA","Other",0,91
2035,0,2,"NT","DA","Other",1,1191
2035,0,2,"NT","DA","Other",2,3071
2035,0,2,"NT","DA","Other",3,1307
2035,0,2,"NT","DA","Other",4,870
2035,0,2,"NT","DA","Work",0,56
2035,0,2,"NT","DA","Work",1,1631
2035,0,2,"NT","DA","Work",2,3891
2035,0,2,"NT","DA","Work",3,1761
2035,0,2,"NT","DA","Work",4,1015
2035,0,2,"NT","NM","Other",0,243
2035,0,2,"NT","NM","Other",1,240
2035,0,2,"NT","NM","Other",2,376
2035,0,2,"NT","NM","Other",3,176
2035,0,2,"NT","NM","Other",4,167
2035,0,2,"NT","NM","Work",0,335
2035,0,2,"NT","NM","Work",1,426
2035,0,2,"NT","NM","Work",2,492
2035,0,2,"NT","NM","Work",3,225
2035,0,2,"NT","NM","Work",4,144
2035,0,2,"NT","SR","Other",0,253
2035,0,2,"NT","SR","Other",1,1687
2035,0,2,"NT","SR","Other",2,2953
2035,0,2,"NT","SR","Other",3,1469
2035,0,2,"NT","SR","Other",4,1236
2035,0,2,"NT","SR","Work",0,130
2035,0,2,"NT","SR","Work",1,383
2035,0,2,"NT","SR","Work",2,749
2035,0,2,"NT","SR","Work",3,419
2035,0,2,"NT","SR","Work",4,348
2035,0,2,"NT","TRN","Other",0,48
2035,0,2,"NT","TRN","Other",1,85
2035,0,2,"NT","TRN","Other",2,122
2035,0,2,"NT","TRN","Other",3,57
2035,0,2,"NT","TRN","Other",4,53
2035,0,2,"NT","TRN","Work",0,75
2035,0,2,"NT","TRN","Work",1,99
2035,0,2,"NT","TRN","Work",2,147
2035,0,2,"NT","TRN","Work",3,43
2035,0,2,"NT","TRN","Work",4,35
2035,0,2,"PM","DA","Other",0,168
2035,0,2,"PM","DA","Other",1,2023
2035,0,2,"PM","DA","Other",2,4828
2035,0,2,"PM","DA","Other",3,2026
2035,0,2,"PM","DA","Other",4,1329
2035,0,2,"PM","DA","Work",0,213
2035,0,2,"PM","DA","Work",1,4413
2035,0,2,"PM","DA","Work",2,10486
2035,0,2,"PM","DA","Work",3,4624
2035,0,2,"PM","DA","Work",4,2670
2035,0,2,"PM","NM","Other",0,327
2035,0,2,"PM","NM","Other",1,294
2035,0,2,"PM","NM","Other",2,479
2035,0,2,"PM","NM","Other",3,185
2035,0,2,"PM","NM","Other",4,190
2035,0,2,"PM","NM","Work",0,992
2035,0,2,"PM","NM","Work",1,977
2035,0,2,"PM","NM","Work",2,1190
2035,0,2,"PM","NM","Work",3,421
2035,0,2,"PM","NM","Work",4,321
2035,0,2,"PM","SR","Other",0,494
2035,0,2,"PM","SR","Other",1,3420
2035,0,2,"PM","SR","Other",2,5563
2035,0,2,"PM","SR","Other",3,2632
2035,0,2,"PM","SR","Other",4,2186
2035,0,2,"PM","SR","Work",0,350
2035,0,2,"PM","SR","Work",1,910
2035,0,2,"PM","SR","Work",2,2112
2035,0,2,"PM","SR","Work",3,1095
2035,0,2,"PM","SR","Work",4,813
2035,0,2,"PM","TRN","Other",0,100
2035,0,2,"PM","TRN","Other",1,120
2035,0,2,"PM","TRN","Other",2,158
2035,0,2,"PM","TRN","Other",3,65
2035,0,2,"PM","TRN","Other",4,58
2035,0,2,"PM","TRN","Work",0,214
2035,0,2,"PM","TRN","Work",1,237
2035,0,2,"PM","TRN","Work",2,354
2035,0,2,"PM","TRN","Work",3,129
2035,0,2,"PM","TRN","Work",4,115
2035,0,3,"AM","DA","Other",0,209
2035,0,3,"AM","DA","Other",1,1798
2035,0,3,"AM","DA","Other",2,3868
2035,0,3,"AM","DA","Other",3,1530
2035,0,3,"AM","DA","Other",4,957
2035,0,3,"AM","DA","Work",0,226
2035,0,3,"AM","DA","Work",1,2643
2035,0,3,"AM","DA","Work",2,4359
2035,0,3,"AM","DA","Work",3,1626
2035,0,3,"AM","DA","Work",4,802
2035,0,3,"AM","NM","Other",0,148
2035,0,3,"AM","NM","Other",1,102
2035,0,3,"AM","NM","Other",2,122
2035,0,3,"AM","NM","Other",3,48
2035,0,3,"AM","NM","Other",4,27
2035,0,3,"AM","NM","Work",0,649
2035,0,3,"AM","NM","Work",1,373
2035,0,3,"AM","NM","Work",2,273
2035,0,3,"AM","NM","Work",3,92
2035,0,3,"AM","NM","Work",4,46
2035,0,3,"AM","SR","Other",0,597
2035,0,3,"AM","SR","Other",1,3309
2035,0,3,"AM","SR","Other",2,5205
2035,0,3,"AM","SR","Other",3,2494
2035,0,3,"AM","SR","Other",4,1776
2035,0,3,"AM","SR","Work",0,265
2035,0,3,"AM","SR","Work",1,428
2035,0,3,"AM","SR","Work",2,727
2035,0,3,"AM","SR","Work",3,343
2035,0,3,"AM","SR","Work",4,250
2035,0,3,"AM","TRN","Other",0,59
2035,0,3,"AM","TRN","Other",1,72
2035,0,3,"AM","TRN","Other",2,72
2035,0,3,"AM","TRN","Other",3,20
2035,0,3,"AM","TRN","Other",4,22
2035,0,3,"AM","TRN","Work",0,77
2035,0,3,"AM","TRN","Work",1,54
2035,0,3,"AM","TRN","Work",2,47
2035,0,3,"AM","TRN","Work",3,21
2035,0,3,"AM","TRN","Work",4,11
2035,0,3,"EA","DA","Other",0,8
2035,0,3,"EA","DA","Other",1,52
2035,0,3,"EA","DA","Other",2,107
