"year","orig_msa","dest_msa","period","avg_datime","avg_srtime","avg_distance"
2035,1,2,"EA",28.224286391339,28.0396140017815,23.3010101657416
2035,1,2,"MD",28.7958726151176,28.3644241435175,19.9818616987809
2035,1,2,"NT",25.9561877613112,25.8498841977961,20.6864147096063
2035,1,2,"PM",35.6649886764678,34.1152985232524,21.0554780218046
2035,1,3,"AM",22.1634690957212,21.6833543536414,12.6802367983393
2035,1,3,"EA",21.9526972058678,21.9281771180751,16.0334083194862
2035,1,3,"MD",20.8010217927122,20.7175476165764,12.5548545663824
2035,1,3,"NT",20.1213301509933,20.1022005600121,14.0265154945004
2035,1,3,"PM",27.6335609014306,26.9891810133703,14.7830534662069
2035,1,4,"AM",29.4850983564107,29.1725788577626,16.2985852302594
2035,1,4,"EA",28.8359253645247,28.7724286173638,21.8687644131013
2035,1,4,"MD",24.3636093960055,24.0178278079025,14.6025930807542
2035,1,4,"NT",23.0166185873334,22.956077579489,17.1871428127288
2035,1,4,"PM",31.8537275379069,31.103216813074,17.029268561591
2035,1,5,"AM",30.5922173996383,28.2474782049651,16.5109308099871
2035,1,5,"EA",26.7228687003213,26.5005834060334,20.3804059417085
2035,1,5,"MD",25.8923517240331,24.3471496137874,15.0410856295043
2035,1,5,"NT",24.3923713331682,24.2591442451261,17.9425051272616
2035,1,5,"PM",36.2601356020914,30.8319026620324,18.0077484496124
2035,1,6,"AM",63.1650691807055,62.8650352946257,47.5956906480479
2035,1,6,"EA",49.1150776672363,49.0890408325195,39.1947107696533
2035,1,6,"MD",69.8200646077707,69.6585844022122,53.6090018245707
2035,1,6,"NT",69.868183923725,69.8585927342062,56.8894754073056
2035,1,6,"PM",78.588194713783,77.6046081344343,54.9345860324811
2035,2,0,"AM",24.0946725023871,21.8941330208769,11.0667387063179
2035,2,0,"EA",18.7629404643522,18.6245581538013,12.8940146756933
2035,2,0,"MD",16.9793683134579,16.6805595008853,9.20796585553525
2035,2,0,"NT",14.1439445586619,14.041945127494,8.81091057634319
2035,2,0,"PM",17.7777605631832,17.2707535453936,9.54334616896026
2035,2,1,"AM",39.6099856071436,36.1299843793575,21.2790833152622
2035,2,1,"EA",27.7802875382747,27.5747897547132,22.7563799684103
2035,2,1,"MD",29.0766037381951,28.6487148320437,19.9300661822073
2035,2,1,"NT",25.1627765041571,24.9604290435167,20.3466726122273
2035,2,1,"PM",29.6600497771954,28.9661144755851,20.4056800288217
2035,2,2,"AM",8.79066526839499,8.55405786809646,3.24091298873586
2035,2,2,"EA",9.08777752245707,8.83979458743455,4.53094428192433
2035,2,2,"MD",7.68710154198919,7.57331878259855,2.99689199296433
2035,2,2,"NT",6.70259586463248,6.6296150387163,3.05330077434949
2035,2,2,"PM",8.59715819895351,8.39979680924059,3.26395832405443
2035,2,3,"AM",29.1321172259285,23.7112411012291,15.166307322153
2035,2,3,"EA",25.9226124016947,23.7468926792231,18.4759627779145
2035,2,3,"MD",22.1735132514464,19.9274936860965,12.7595987895492
2035,2,3,"NT",20.0165156209013,18.6531103870901,13.1890907493545
2035,2,3,"PM",24.1897547075519,21.7663323875649,13.6992584752401
2035,2,4,"AM",61.6106064744698,57.9565248267595,41.1874945514886
2035,2,4,"EA",47.7895302695364,47.7369023850821,42.3556951751215
2035,2,4,"MD",56.1931600351803,55.214039130289,43.3865298818369
2035,2,4,"NT",52.11747333791,52.0689041213234,46.6013019826153
2035,2,4,"PM",60.3277738723287,59.7617628842531,44.8994393963024
2035,2,5,"AM",60.1664568049307,54.4922988687763,43.087446817005
2035,2,5,"EA",47.614032518296,46.747874101003,43.5377516973586
2035,2,5,"MD",57.0866966693722,53.4813314627486,45.1582869758383
2035,2,5,"NT",53.3310838282503,52.5332984924316,48.1435527990985
2035,2,5,"PM",60.0840044366948,54.2231051197955,45.5883066182681
2035,2,6,"AM",58.3760653495789,56.3220066388448,43.7876655419668
2035,2,6,"EA",47.427469090053,44.776378086635,36.3887610844203
2035,2,6,"MD",59.0494564382523,58.1604996271084,45.1667969510963
2035,2,6,"NT",65.7964022976229,65.1726724515016,54.0480207859785
2035,2,6,"PM",64.2664560268877,63.0709272761202,48.8403952479874
2035,3,0,"AM",20.8302254682591,20.613372942199,10.7055543153122
2035,3,0,"EA",20.1147039902237,20.0872052312409,14.2720094189874
2035,3,0,"MD",16.0150040505351,15.982150854628,8.75732704659822
2035,3,0,"NT",13.437168581733,13.4290831150274,8.23227767519334
2035,3,0,"PM",17.0488771255926,17.0088587006204,9.05489618963949
2035,3,1,"AM",30.8873822212359,30.2227671278092,15.6946564371624
2035,3,1,"EA",24.8893839379555,24.7973073473725,18.4506359736798
2035,3,1,"MD",21.0470595534165,20.900161052227,12.6990473054206
2035,3,1,"NT",17.0153875922359,16.992658169744,11.5658954701288
2035,3,1,"PM",21.2831997464417,21.0796406035837,12.6988114246294
2035,3,2,"AM",25.0490342902497,22.509405785131,13.6310165847865
2035,3,2,"EA",24.5735953606998,22.880297736224,17.743766676454
2035,3,2,"MD",23.0155189605351,20.4495344504988,13.1679862920373
2035,3,2,"NT",21.5122800393087,19.2207630699729,13.899899010326
2035,3,2,"PM",27.6682377836935,23.3854333814977,14.8135522862295
2035,3,3,"AM",8.48122334943378,8.46208704072811,3.70469410782635
2035,3,3,"EA",10.3451163215352,10.3077429969788,5.79177272984675
2035,3,3,"MD",7.72795955314488,7.7176028674103,3.43218535156478
2035,3,3,"NT",7.20497966185289,7.19187431250883,3.63539231259225
2035,3,3,"PM",8.58647544416633,8.56930055748857,3.77790350049435
2035,3,4,"AM",57.3765439747909,56.4424883251122,36.8040886250021
2035,3,4,"EA",44.6063255036578,44.6019682428416,36.9544281573857
2035,3,4,"MD",51.781498006145,51.1495290893746,38.4985403207402
2035,3,4,"NT",48.373399558025,48.3493423558611,41.4997046800621
2035,3,4,"PM",52.7164076291598,52.079516847317,37.5418110022178
2035,3,5,"AM",43.3189666689446,41.8240267523925,25.8912195516649
2035,3,5,"EA",38.217480023702,37.8527193752531,29.4336866616546
2035,3,5,"MD",39.0250666117931,37.4364355923604,26.0943915418637
2035,3,5,"NT",40.4867113907032,40.1773030361915,32.1062662840715
2035,3,5,"PM",42.5903963407453,39.4817787530077,28.4119183872328
2035,3,6,"AM",27.8586822915682,27.8303243863901,20.2941019717269
2035,3,6,"EA",26.4009943664389,26.3631453034739,19.6382794285577
2035,3,6,"MD",33.4133208157314,33.4090165005141,25.8236874568229
2035,3,6,"NT",45.3909784209828,45.3841831335167,37.8187155863818
2035,3,6,"PM",40.7482281967402,40.7433657844959,31.2155501800155
2035,4,0,"AM",47.2116471531192,47.0082016940807,31.8329277434725
2035,4,0,"EA",37.976058939325,37.968882818679,33.3192461594548
2035,4,0,"MD",44.9318485474246,43.8816963264616,33.3606665158775
2035,4,0,"NT",36.482401016431,36.4813187150874,31.5176438584287
2035,4,0,"PM",43.3309909831017,43.3121677743887,30.8203008060118
2035,4,1,"AM",34.2092702327298,33.5770416786579,17.7956375941686
2035,4,1,"EA",29.4682318126599,29.3630188485915,22.7158870556525
2035,4,1,"MD",25.3477759044698,24.9508314449897,15.0060225167673
2035,4,1,"NT",21.7433625226163,21.6997190883449,15.3720184247715
2035,4,1,"PM",27.629617272081,27.5264469296108,16.0822754629951
2035,4,2,"AM",64.6322891100318,64.0217105224069,45.8747529392749
2035,4,2,"EA",50.4646615435363,50.3354855920099,44.5242383920463
2035,4,2,"MD",58.6648900952362,57.1866655577158,45.5662487891217
2035,4,2,"NT",49.0334232774361,48.9968476572995,43.5805335423303
2035,4,2,"PM",58.6905157409842,58.1455883504319,42.3375294487021
2035,4,3,"AM",56.1514340999816,55.4373817469728,38.2623362961747
2035,4,3,"EA",44.6672705302253,44.626503222774,37.8355961015741
2035,4,3,"MD",53.3636562088013,52.3518422653198,39.2980289779663
2035,4,3,"NT",47.0039069744794,46.9947931394767,39.1337174687268
2035,4,3,"PM",54.0092261691745,53.9446251711399,37.3353329006717
2035,4,4,"AM",11.0302924378309,11.0302924378309,4.44351859038742
2035,4,4,"EA",12.5991799456663,12.5991799456663,7.05246283988787
2035,4,4,"MD",9.57597209544712,9.57597209544712,3.92274742656992
2035,4,4,"NT",8.33276689715898,8.33276689715898,4.30219980070282
2035,4,4,"PM",10.9921247838766,10.9921247838766,4.36122100847663
2035,4,5,"AM",21.31308804436,21.3066536943429,9.29196866169543
2035,4,5,"EA",21.41483487787,21.4125084638866,12.509259473266
2035,4,5,"MD",19.6752555137293,19.6734296171592,8.42214697617845
2035,4,5,"NT",17.395168837409,17.3949105049472,9.36783479850766
2035,4,5,"PM",22.9002840309105,22.8987467805602,9.61650772750676
2035,4,6,"AM",85.2053674810073,85.0441047444063,58.5464062410242
2035,4,6,"EA",62.6207914352417,62.6207914352417,48.1553010940552
2035,4,6,"MD",89.3874671552434,89.0374731564655,62.8047639218123
2035,4,6,"NT",81.8108062048028,81.8108062048028,63.8552587049721
2035,4,6,"PM",94.2806178750513,94.2746300893287,65.0671426868874
2035,5,0,"AM",54.8140466933412,46.547474758708,35.625257944135
2035,5,0,"EA",40.9302574231787,40.4468417436174,35.717165824742
2035,5,0,"MD",47.6369868170399,45.1973900297274,36.8677407595445
2035,5,0,"NT",40.3003187393689,39.7249243807093,35.2688386650283
2035,5,0,"PM",46.9029757884326,43.9272534714073,35.1351182479812
2035,5,1,"AM",38.3830764104046,32.3011561112823,19.0810471350316
2035,5,1,"EA",30.2073481328723,29.9829919489006,22.6418426271106
2035,5,1,"MD",26.4051612193979,25.1805945946539,15.6954003552557
2035,5,1,"NT",21.167043594307,20.9905041550398,14.8424065556979
2035,5,1,"PM",28.3879440366909,26.1209715786281,16.3778336783607
2035,5,2,"AM",65.5414461508888,56.1864564621141,46.1010333268845
2035,5,2,"EA",50.8753756292935,49.9578822431893,46.5534634557264
2035,5,2,"MD",59.1538957803735,56.1742263179255,47.5073406752817
2035,5,2,"NT",50.9680503286966,50.1509516087974,46.1924352878478
2035,5,2,"PM",58.9046542607441,54.6882413261295,44.7582365737678
2035,5,3,"AM",46.2596957688181,41.3674195639313,29.0281428347256
2035,5,3,"EA",41.540117210633,41.0796310821095,32.506499221196
2035,5,3,"MD",39.3859680226782,38.0295220953186,26.5053379059551
2035,5,3,"NT",37.0856999621799,36.8459627871979,27.6228464109982
2035,5,3,"PM",41.5648485389106,40.3247850586842,26.3092404753245
2035,5,4,"AM",23.4709564220722,23.4613544890487,9.7580317419118
2035,5,4,"EA",23.487786402812,23.4877720581069,13.4360140989196
2035,5,4,"MD",20.2303704189026,20.2286891407153,8.61791215240788
2035,5,4,"NT",16.1765847886546,16.1751483059637,8.73271725185089
2035,5,4,"PM",21.024195875712,21.0012535039102,9.22223409501303
2035,5,5,"AM",9.56767195152911,9.53984320233481,4.06841491196336
2035,5,5,"EA",12.0670511871858,12.0605745181712,6.72053774177614
2035,5,5,"MD",8.5174563938048,8.50516732558429,3.57691099128021
2035,5,5,"NT",7.73613337106091,7.73080314275347,3.8531795599927
2035,5,5,"PM",9.48244840033377,9.44361224830507,4.0335085461606
2035,5,6,"AM",64.6988675803083,63.4536118507385,46.5716931874851
2035,5,6,"EA",64.1163056347821,64.0890676653063,47.8010161374066
2035,5,6,"MD",63.7566537035756,63.139562309211,45.0274634781579
2035,5,6,"NT",69.542053027726,69.5340506278394,51.7962564373221
2035,5,6,"PM",64.3759793691468,64.1794135905149,44.7646479911972
2035,6,0,"AM",68.5427771175609,67.9516461668896,56.2060798965582
2035,6,0,"EA",66.9505115452379,66.9218631687731,59.9069322925983
2035,6,0,"MD",63.6761720461004,63.5951179316064,54.6656346080684
2035,6,0,"NT",63.1558782690662,63.1311183299048,56.2136180845358
2035,6,0,"PM",58.2726784667237,58.1507729454864,49.8038166375469
2035,6,1,"AM",77.9525236128297,76.2111063479279,55.0211872780039
2035,6,1,"EA",69.1043291315187,69.0224623983122,55.6347832153473
2035,6,1,"MD",71.3479249834826,71.1035104588043,55.6128648530176
2035,6,1,"NT",69.5857255341577,69.5478022997497,56.425799471433
2035,6,1,"PM",66.3511485784067,65.9414282114492,52.3598250615395
2035,6,2,"AM",67.4021918718205,65.9876519629506,49.9621899824118
2035,6,2,"EA",63.6324145294899,62.1451866977899,50.2502710209336
2035,6,2,"MD",66.0997578591004,65.1664182118007,51.2802597537689
2035,6,2,"NT",62.1250007369302,61.6156757094643,51.7306873581626
2035,6,2,"PM",58.3103752556969,56.2389560587266,43.8049289689345
2035,6,3,"AM",42.2240100967567,42.2162788749936,32.4413657998116
2035,6,3,"EA",46.6189672198477,46.6176641482341,38.2829519655131
2035,6,3,"MD",37.130695844898,37.130695844898,29.225860182382
2035,6,3,"NT",35.4821237637418,35.4747863498914,27.8847517722477
2035,6,3,"PM",31.5549811203614,31.5348767204245,24.1140248495427
2035,6,4,"AM",97.2996763376089,97.0270615993402,65.629918269622
2035,6,4,"EA",96.2452393711203,96.2452393711203,77.783638227104
2035,6,4,"MD",90.222514295578,90.1568778991699,64.7355318427086
2035,6,4,"NT",83.2144553535863,83.2144553535863,63.4760511297929
2035,6,4,"PM",88.0286074619667,87.8391085605995,62.6188924265843
2035,6,5,"AM",62.395241690845,62.2264330328965,43.8454850935354
2035,6,5,"EA",60.6604593134082,60.6539991795046,45.2110921629865
2035,6,5,"MD",67.3864368468943,66.3708736611084,47.7718117224499
2035,6,5,"NT",71.5830064459797,71.5768627769503,53.4570384809981
2035,6,5,"PM",64.9614963245963,64.3143564460282,47.179816971282
2035,6,6,"AM",11.3875465068025,11.3875465068025,7.7669736689953
2035,6,6,"EA",21.3451812728496,21.3451812728496,15.5248959084924
2035,6,6,"MD",8.66895357065343,8.66895357065343,5.70472066430477
2035,6,6,"NT",11.0771176237873,11.0771176237873,7.57508722251263
2035,6,6,"PM",11.1138062715263,11.1138062715263,7.57009661813987
