"","0","1","2","3","4","5","6","7","8","9","10","11"
"0",-0.0139936863788748,-0.386806341403922,-0.586742964502271,-0.0420553374143537,-0.0311814979962648,-0.31022864010184,-0.00440769234423044,-0.317352324378994,0,0,-0.00440769234423044,-0.317352324378994
"1",-0.205185211526409,-0.327624259235204,-0.749747334976441,-0.203729318119436,-0.254738561679623,-0.041413577499668,-0.108267618905685,-0.0229239985198646,-0.243924370342882,-0.193249780188495,-0.108267618905685,-0.0229239985198646
"2",-2.33114293038203,-3.27460542776213,-0.910724692305809,-3.6733723133593,-2.37335230039614,-3.68595911770481,-2.50428646304083,-3.7183554304407,-2.2663582010472,-1.97531691206262,-2.50428646304083,-3.7183554304407
"3",-0.121647042338793,-0.490050394395062,-2.94147050536386,-0.187843543475818,-0.106997415106498,-0.119904704390684,-0.0343177468971163,-0.120466457799154,-0.0965941950605469,-0.0173740950711263,-0.0343177468971163,-0.120466457799154
"4",-1.65051925378495,-1.79091824006991,-1.86783714153221,-1.45082614822603,-0.00447040134888255,-2.33435115859493e-06,-0.711099110709299,0,-0.00210323178671246,-1.64412816985836,-0.711099110709299,0
"5",-0.300550514049149,-0.419064788477826,-0.477292180845652,-0.103324776036615,-3.45606966689616e-05,0,-0.0562505657362209,0,0,-0.148598614860987,-0.0562505657362209,0
"6",-0.0497174930132473,-0.391394144050437,-2.36087675325696,-0.0350913264807673,-0.00436945935037159,0,0,0,0,0,0,0
"7",0,-0.175410560774758,-0.234554420633515,-0.00448777522946386,0,0,0,NA,NA,NA,NA,NA
"8",-1.84720959534516,-1.92258468536924,-2.08176480557056,-1.63785678882317,0,0,-0.795326550801605,NA,NA,NA,NA,NA
"9",0,-0.437159126842943,-1.30495951226418,-0.0249764954515257,-0.00998733644563288,0,0,NA,NA,NA,NA,NA
"10",-0.0497174930132473,-0.391394144050437,-2.36087675325696,-0.0350913264807673,-0.00436945935037159,0,0,NA,NA,NA,NA,NA
"11",0,-0.175410560774758,-0.234554420633515,-0.00448777522946386,0,0,0,NA,NA,NA,NA,NA
