"","0","1","2","3","4","5","6","7","8","9"
"0",15.4205964063154,28.6483961489651,23.1309453220434,29.0977313758867,47.7304338669243,52.3762179793241,81.346259003402,58.8042234656433,63.0393576934991,72.3060237413208
"1",28.5907018365216,25.4114757014422,38.5890593715359,35.4672959111589,41.3820536373414,43.7240553153727,83.1115701524448,50.6048170226232,56.7629618407718,79.5487041132114
"2",26.6328806074342,41.3704100364568,15.4672828880889,34.219072225912,61.8230820848339,64.1585837460021,86.76944943782,70.3018009753937,77.211988132558,79.2143042868756
"3",33.928633081886,40.1697806217689,36.8178083996158,24.8042417353035,60.049607709876,59.1748835184954,69.133507370541,65.6014845570907,75.0001030250136,62.9562073317655
"4",54.1002206283695,47.5931432435713,65.3977373174968,61.5557540543466,21.3349473247236,35.0406343589883,101.310959712686,48.935352517725,31.6657936096191,107.991166116358
"5",58.0891348627735,48.998646153358,67.2739323562001,61.1429444889726,37.9419040112066,24.7166544697997,90.5274391771943,28.0795681124654,47.054980685523,108.756138046891
"6",85.5106062946632,89.499483098514,89.2739426374154,70.508934104757,103.134776044603,90.4123398247306,58.4812533213199,90.2681360907025,117.612566736009,67.0185921423965
"7",63.1336266543414,54.2533463768172,72.1969961531619,66.3272691595143,49.2772930021208,27.4252160984721,91.4032116863463,2.08516335487366,63.1668090820312,113.479377746582
"8",69.6534304453139,63.2881017650809,81.0808592613707,77.1475224894256,32.6966207798904,46.5096139389191,116.616197374132,62.7878112792969,8.63224983215332,123.846099853516
"9",75.6425176163898,82.9949099804251,81.461164791026,63.2056508792445,104.564772939294,105.848550887537,67.3427856034703,111.843940734863,120.032768249512,3.03814077377319
