"","0","1","2","3","4","5","6","7","8","9","10","11"
"0",-0.0378922082890174,-0.642697626219945,-0.413302994005509,-0.131111449348193,-0.483514684905906,-2.07166976312923,-0.180223058549586,-2.27364960232296,-0.390241807031813,-0.0759182639103528,-0.180223058549586,-2.27364960232296
"1",-1.5296253059591,-1.13350064454193,-2.08870386493207,-1.2362356652668,-0.593790369570684,-1.80719943913729,-0.626009505632993,-2.05505180927679,-0.67740006190882,-0.928529500487301,-0.626009505632993,-2.05505180927679
"2",-1.79158929179907,-2.87512788802031,-0.71343631579467,-3.20208678890756,-2.57702201003909,-4.71846659270262,-2.24274596102694,-4.85468276003574,-2.40564464812583,-1.49688782387591,-2.24274596102694,-4.85468276003574
"3",-0.534919478648064,-1.12634396271681,-3.10576587066171,-0.201663919623261,-0.8217812880712,-2.49590223009416,-0.0632080163992157,-2.859649615922,-0.710351159419915,-0.0159630517066986,-0.0632080163992157,-2.859649615922
"4",-0.629643035815832,-1.15526309352561,-1.1105321587149,-1.20766001787709,0,-0.0153218299200191,-0.975884403144335,0,0,-2.08998817505876,-0.975884403144335,0
"5",-8.04762681029879,-6.50237445770454,-8.84736660829804,-8.72802856738168,-0.0453018834121366,-0.0693814110847697,-6.11913752705796,-0.0764786638774311,-0.0664789240050681,-15.8226306843308,-6.11913752705796,-0.0764786638774311
"6",-1.13592393676491,-2.2018990792632,-2.75640232608109,-0.129946515053831,-0.503699444647623,-1.29071606715314,-0.00129933048177833,-1.23338969548543,-0.634430620405411,0,-0.00129933048177833,-1.23338969548543
"7",-7.70577378070492,-6.24068553879057,-8.28393772206408,-8.56157642045045,0,-0.0503542071309653,-6.26686885621812,NA,NA,NA,NA,NA
"8",0,-1.01893108739531,-0.186467239704541,-0.145085588464596,0,-0.0235963624537234,-0.361721091800263,NA,NA,NA,NA,NA
"9",0,-0.648290789625051,-2.15641149967276,-0.0230096055956324,-0.298038402030144,-2.47216523368404,0,NA,NA,NA,NA,NA
"10",-1.13592393676491,-2.2018990792632,-2.75640232608109,-0.129946515053831,-0.503699444647623,-1.29071606715314,-0.00129933048177833,NA,NA,NA,NA,NA
"11",-7.70577378070492,-6.24068553879057,-8.28393772206408,-8.56157642045045,0,-0.0503542071309653,-6.26686885621812,NA,NA,NA,NA,NA
