"","0","1","2","3","4","5","6","7","8","9","10","11"
"0",-0.048338973537529,-0.0347405486432137,0,0,-0.39024382484466,0,0,0,0,0,0,0
"1",-1.53118331294884,-1.16774218883477,0,0,-0.677398886405683,0,0,0,0,0,0,0
"2",-1.3448984092009,-1.91464939929069,0,0,-2.4056448753844,0,0,0,0,0,0,0
"3",-0.546860702715094,-0.667774959150798,0,0,-0.705228767958772,0,0,0,0,0,0,0
"4",-0.585629429597518,-1.46863923731858,0,0,0,0,0,0,0,0,0,0
"5",-7.99097093122781,-6.97906379191645,0,0,-0.0632706323553833,0,0,0,0,0,0,0
"6",-1.2430719446253,-2.75157697112472,0,0,-0.0200747383965307,0,0,0,0,0,0,0
"7",-7.62026087443034,-6.37759653727213,0,0,0,0,0,NA,NA,NA,NA,NA
"8",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"9",0,0.0133463541666572,0,0,0,0,0,NA,NA,NA,NA,NA
"10",-1.2430719446253,-2.75157697112472,0,0,-0.0200747383965307,0,0,NA,NA,NA,NA,NA
"11",-7.62026087443034,-6.37759653727213,0,0,0,0,0,NA,NA,NA,NA,NA
