"","0","1","2","3","4","5","6","7","8","9"
"0",17.6692276033962,25.1366324973996,0,0,74.3710281710827,0,0,0,0,0
"1",32.7713321527161,21.4289553186766,0,0,68.0946255374855,0,0,0,0,0
"2",24.7847852017017,37.1152180786674,0,0,88.5436709464865,0,0,0,0,0
"3",38.0263579204948,35.3422961642198,0,0,86.3309359620945,0,0,0,0,0
"4",58.2418054761602,47.532568204306,0,0,40.4026429881894,0,0,0,0,0
"5",62.2113003986569,44.4494872670062,0,0,49.4693733007873,0,0,0,0,0
"6",89.7907833523221,87.260612099259,0,0,116.780740393533,0,0,0,0,0
"7",67.2050310770671,49.3772252400716,0,0,39.2300148010254,0,0,0,0,0
"8",73.78187306722,64.932866414388,0,0,41.1797485351562,0,0,0,0,0
"9",79.9567718505859,77.7268803914388,0,0,131.364471435547,0,0,0,0,0
