"","MSA.orig","0","1","4"
"1",0,-0.0475462771750799,0,0.131500848011626
"2",0,-0.0283758177355971,-0.0145605560009479,0.018632043190081
"3",0,-0.0429906195782621,-0.0934789278828525,0.202723872407944
"4",0,-0.00615028168375886,-0.000805513416409553,0.118362652257147
"5",0,-0.0190462158947398,0.0471690531991698,0
"6",0,-0.268632651698447,-0.073218171701491,-0.000136765999741328
"7",0,-0.022335017168956,-0.0147280693054199,0.0867114067077637
"8",0,-0.211851755777992,0.0267880757649763,0
"9",0,0.0045166015625,0.0220133463541643,0
"10",0,0,0,0.25750732421875
