"","MSA.orig","0","1","4"
"1",0,-0.0176420285434773,-0.000104481956061164,-0.103915851548834
"2",0,-0.543080256584076,-0.320469143692431,-0.320382404516991
"3",0,-0.166269497161213,-0.262131877655676,-0.42567682469145
"4",0,-0.277687713234684,-0.391314733596076,-0.150423951924139
"5",0,-1.64346189421367,-2.30515729185689,0
"6",0,-4.39469196405668,-3.59541780455572,-0.00532795930411112
"7",0,-0.80522062160351,-3.22273207593847,0.0109056896633604
"8",0,-4.68036397298177,-3.82562383015951,0
"9",0,-1.44014994303386,-1.97504806518555,0
"10",0,0,0,0.027069091796875
