"","0","1","2","3","4","5","6","7","8","9"
"0",-0.0269221328252751,-0.0694554347303615,-0.0484828961529153,-0.0528193089331559,0.0851212488832971,-0.357168088193411,-0.0460778265897375,-0.441842804544223,0.13149961817679,-0.0465823066740825
"1",-0.0239190490065866,-0.0619720313884997,-0.0604172918468748,-0.0240055304095819,-0.00573055165168768,-0.24753066695142,-0.0400273579752621,-0.26178333820927,0.0186324944315999,-0.0477518419148311
"2",-0.0717965680023482,-0.165165505325135,-0.0128952549700827,-0.0588768444625032,0.136863731301133,-0.509520702076948,-0.0627644389515467,-0.591392939141457,0.202718337038732,-0.0486300204662626
"3",-0.00314393044792283,-0.0806560564177019,-0.0662459143876504,-0.000182570497933909,0.0187865125721984,-0.657688499119438,-0.00251282833936273,-0.789264044738168,0.118361078459642,0
"4",-0.0259036937354367,-0.134318784172336,-0.0876633746944435,-0.168686409627561,0,0.000272058403460562,-0.0207611031433288,0,0,-0.0090941762536545
"5",-0.28590471288387,-0.199223147320645,-0.443312005345618,-0.56385055435635,-0.000160418895525538,-0.00123731461858156,-0.149883091442391,-0.00015530178734835,-0.000136765999748434,-0.337329640107995
"6",-0.0259627310414174,-0.0704045815527792,-0.0783124551142009,-0.00625519564586341,0.0534596662426736,-0.207827130497748,-0.000232495643473385,-0.201303376091857,0.0920759836832588,0
"7",-0.229216225819243,-0.130965805432908,-0.380658218708447,-0.580381867920821,0,-2.47912983795118e-05,-0.119791348775237,0,0,-0.29833984375
"8",0.00215113209021212,-0.119452686954446,-0.0447505545108839,-0.093357570065649,0,0.00129126867363993,0.0359903971354072,0,0,0.0450973510742188
"9",0,-0.104551705878009,-0.0624514802973408,0,0.163729151283832,-0.46680763744223,0,-0.499786376953125,0.257499694824219,0
