"","0","1","2","3","4","5","6","7","8","9","10","11"
"0",0,-0.187944542947424,0,0,0,0,0,0,0,0,0,0
"1",-0.167207634472703,-0.113323254961298,0,0,-0.218766002010398,0,0,0,0,0,0,0
"2",-1.75428419586614,-3.10441245897442,0,0,-2.20604892487222,0,0,0,0,0,0,0
"3",-0.131727333726552,-0.110427399182747,0,0,-0.0978775494204314,0,0,0,0,0,0,0
"4",-1.62955497596968,-1.82331486316878,0,0,0,0,0,0,0,0,0,0
"5",-0.266581941435959,-0.0807196038147708,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"8",-1.82512410481772,-2.34988149007162,0,0,0,0,0,NA,NA,NA,NA,NA
"9",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"10",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"11",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
